Field Sample Number,Depth_ft,SampleDate,Value,Units,Variable
BUO,20,8/4/2016,1.06,RFU,CHL_InsituProbeR
BUO,25,8/4/2016,1.04,RFU,CHL_InsituProbeR
BUO,30,8/4/2016,1.04,RFU,CHL_InsituProbeR
BUO,35,8/4/2016,1.06,RFU,CHL_InsituProbeR
BUO,40,8/4/2016,1.03,RFU,CHL_InsituProbeR
BUO,45,8/4/2016,0.97,RFU,CHL_InsituProbeR
BUO,48,8/4/2016,0.96,RFU,CHL_InsituProbeR
BUO,0,8/30/2016,3.49,RFU,CHL_InsituProbeR
BUO,5,8/30/2016,4.40,RFU,CHL_InsituProbeR
BUO,10,8/30/2016,3.98,RFU,CHL_InsituProbeR
BUO,15,8/30/2016,2.48,RFU,CHL_InsituProbeR
BUO,20,8/30/2016,1.35,RFU,CHL_InsituProbeR
BUO,25,8/30/2016,1.15,RFU,CHL_InsituProbeR
BUO,30,8/30/2016,1.08,RFU,CHL_InsituProbeR
BUO,35,8/30/2016,1.13,RFU,CHL_InsituProbeR
BUO,40,8/30/2016,1.14,RFU,CHL_InsituProbeR
BUO,45,8/30/2016,1.15,RFU,CHL_InsituProbeR
BUO,48,8/30/2016,1.14,RFU,CHL_InsituProbeR
BUO,0,9/20/2016,5.26,RFU,CHL_InsituProbeR
BUO,5,9/20/2016,3.23,RFU,CHL_InsituProbeR
BUO,10,9/20/2016,3.34,RFU,CHL_InsituProbeR
BUO,15,9/20/2016,2.93,RFU,CHL_InsituProbeR
BUO,20,9/20/2016,3.01,RFU,CHL_InsituProbeR
BUO,25,9/20/2016,2.32,RFU,CHL_InsituProbeR
BUO,30,9/20/2016,1.19,RFU,CHL_InsituProbeR
BUO,35,9/20/2016,1.08,RFU,CHL_InsituProbeR
BUO,40,9/20/2016,1.03,RFU,CHL_InsituProbeR
BUO,47,9/20/2016,1.04,RFU,CHL_InsituProbeR
BUO,0,10/11/2016,2.24,RFU,CHL_InsituProbeR
BUO,5,10/11/2016,2.38,RFU,CHL_InsituProbeR
BUO,10,10/11/2016,2.44,RFU,CHL_InsituProbeR
BUO,15,10/11/2016,2.44,RFU,CHL_InsituProbeR
BUO,20,10/11/2016,2.27,RFU,CHL_InsituProbeR
BUO,25,10/11/2016,2.18,RFU,CHL_InsituProbeR
BUO,30,10/11/2016,2.28,RFU,CHL_InsituProbeR
BUO,35,10/11/2016,2.01,RFU,CHL_InsituProbeR
BUO,40,10/11/2016,1.78,RFU,CHL_InsituProbeR
BUO,46,10/11/2016,1.62,RFU,CHL_InsituProbeR
BUO,0,11/1/2016,1.05,RFU,CHL_InsituProbeR
BUO,5,11/1/2016,1.14,RFU,CHL_InsituProbeR
BUO,10,11/1/2016,1.15,RFU,CHL_InsituProbeR
BUO,15,11/1/2016,1.10,RFU,CHL_InsituProbeR
BUO,20,11/1/2016,1.17,RFU,CHL_InsituProbeR
BUO,25,11/1/2016,1.03,RFU,CHL_InsituProbeR
BUO,30,11/1/2016,1.07,RFU,CHL_InsituProbeR
BUO,35,11/1/2016,0.99,RFU,CHL_InsituProbeR
BUO,40,11/1/2016,0.83,RFU,CHL_InsituProbeR
BUO,46,11/1/2016,0.81,RFU,CHL_InsituProbeR
BUO,0,11/22/2016,1.08,RFU,CHL_InsituProbeR
BUO,5,11/22/2016,1.17,RFU,CHL_InsituProbeR
BUO,10,11/22/2016,1.19,RFU,CHL_InsituProbeR
BUO,15,11/22/2016,1.21,RFU,CHL_InsituProbeR
BUO,20,11/22/2016,1.28,RFU,CHL_InsituProbeR
BUO,25,11/22/2016,1.27,RFU,CHL_InsituProbeR
BUO,30,11/22/2016,1.36,RFU,CHL_InsituProbeR
BUO,35,11/22/2016,1.32,RFU,CHL_InsituProbeR
BUO,40,11/22/2016,1.33,RFU,CHL_InsituProbeR
BUO,45,11/22/2016,1.22,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.78,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.93,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.95,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.93,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.92,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.90,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.90,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.91,RFU,CHL_InsituProbeR
BUO,0,1/11/2017,0.93,RFU,CHL_InsituProbeR
BUO,46,1/11/2017,1.11,RFU,CHL_InsituProbeR
BUO,0,2/8/2017,0.96,RFU,CHL_InsituProbeR
BUO,5,2/8/2017,0.99,RFU,CHL_InsituProbeR
BUO,10,2/8/2017,0.97,RFU,CHL_InsituProbeR
BUO,15,2/8/2017,0.96,RFU,CHL_InsituProbeR
BUO,20,2/8/2017,0.97,RFU,CHL_InsituProbeR
BUO,25,2/8/2017,0.99,RFU,CHL_InsituProbeR
BUO,30,2/8/2017,0.95,RFU,CHL_InsituProbeR
BUO,35,2/8/2017,0.96,RFU,CHL_InsituProbeR
BUO,39,2/8/2017,0.95,RFU,CHL_InsituProbeR
BUO,47,2/8/2017,0.94,RFU,CHL_InsituProbeR
BUO,0,3/24/2017,1.20,RFU,CHL_InsituProbeR
BUO,5,3/24/2017,1.50,RFU,CHL_InsituProbeR
BUO,10,3/24/2017,1.35,RFU,CHL_InsituProbeR
BUO,15,3/24/2017,1.30,RFU,CHL_InsituProbeR
BUO,20,3/24/2017,1.35,RFU,CHL_InsituProbeR
BUO,25,3/24/2017,1.38,RFU,CHL_InsituProbeR
BUO,30,3/24/2017,1.43,RFU,CHL_InsituProbeR
BUO,35,3/24/2017,1.43,RFU,CHL_InsituProbeR
BUO,40,3/24/2017,1.30,RFU,CHL_InsituProbeR
BUO,44,3/24/2017,1.37,RFU,CHL_InsituProbeR
BUO,0,4/5/2017,1.84,RFU,CHL_InsituProbeR
BUO,5,4/5/2017,2.02,RFU,CHL_InsituProbeR
BUO,10,4/5/2017,1.93,RFU,CHL_InsituProbeR
BUO,15,4/5/2017,1.92,RFU,CHL_InsituProbeR
BUO,20,4/5/2017,1.90,RFU,CHL_InsituProbeR
BUO,25,4/5/2017,1.80,RFU,CHL_InsituProbeR
BUO,30,4/5/2017,1.63,RFU,CHL_InsituProbeR
BUO,35,4/5/2017,1.57,RFU,CHL_InsituProbeR
BUO,40,4/5/2017,1.58,RFU,CHL_InsituProbeR
BUO,46,4/5/2017,1.57,RFU,CHL_InsituProbeR
BUO,0,4/25/2017,0.69,RFU,CHL_InsituProbeR
BUO,5,4/25/2017,1.39,RFU,CHL_InsituProbeR
BUO,10,4/25/2017,1.52,RFU,CHL_InsituProbeR
BUO,15,4/25/2017,1.33,RFU,CHL_InsituProbeR
BUO,20,4/25/2017,1.36,RFU,CHL_InsituProbeR
BUO,25,4/25/2017,1.40,RFU,CHL_InsituProbeR
BUO,30,4/25/2017,1.33,RFU,CHL_InsituProbeR
BUO,35,4/25/2017,1.37,RFU,CHL_InsituProbeR
BUO,40,4/25/2017,1.46,RFU,CHL_InsituProbeR
BUO,48,4/25/2017,1.49,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,1.13,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,1.66,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,1.57,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.99,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.80,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.77,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.77,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.80,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.80,RFU,CHL_InsituProbeR
BUO,0,5/16/2017,0.84,RFU,CHL_InsituProbeR
BUO,49,5/16/2017,0.81,RFU,CHL_InsituProbeR
BUO,0,6/6/2017,1.94,RFU,CHL_InsituProbeR
BUO,5,6/6/2017,1.85,RFU,CHL_InsituProbeR
BUO,10,6/6/2017,1.11,RFU,CHL_InsituProbeR
BUO,15,6/6/2017,1.04,RFU,CHL_InsituProbeR
BUO,20,6/6/2017,3.90,RFU,CHL_InsituProbeR
BUO,25,6/6/2017,1.33,RFU,CHL_InsituProbeR
BUO,30,6/6/2017,1.13,RFU,CHL_InsituProbeR
BUO,35,6/6/2017,1.50,RFU,CHL_InsituProbeR
BUO,40,6/6/2017,1.54,RFU,CHL_InsituProbeR
BUO,45,6/6/2017,1.29,RFU,CHL_InsituProbeR
BUO,48,6/6/2017,1.21,RFU,CHL_InsituProbeR
BUO,0,6/20/2017,1.70,RFU,CHL_InsituProbeR
BUO,5,6/20/2017,1.94,RFU,CHL_InsituProbeR
BUO,10,6/20/2017,1.15,RFU,CHL_InsituProbeR
BUO,15,6/20/2017,0.75,RFU,CHL_InsituProbeR
BUO,20,6/20/2017,0.64,RFU,CHL_InsituProbeR
BUO,25,6/20/2017,0.73,RFU,CHL_InsituProbeR
BUO,30,6/20/2017,0.70,RFU,CHL_InsituProbeR
BUO,35,6/20/2017,0.70,RFU,CHL_InsituProbeR
BUO,40,6/20/2017,0.77,RFU,CHL_InsituProbeR
BUO,47,6/20/2017,0.79,RFU,CHL_InsituProbeR
BUO,0,7/20/2017,2.08,RFU,CHL_InsituProbeR
BUO,5,7/20/2017,2.28,RFU,CHL_InsituProbeR
BUO,10,7/20/2017,1.48,RFU,CHL_InsituProbeR
BUO,15,7/20/2017,0.85,RFU,CHL_InsituProbeR
BUO,20,7/20/2017,0.69,RFU,CHL_InsituProbeR
BUO,26,7/20/2017,0.74,RFU,CHL_InsituProbeR
BUO,31,7/20/2017,0.78,RFU,CHL_InsituProbeR
BUO,36,7/20/2017,0.78,RFU,CHL_InsituProbeR
BUO,42,7/20/2017,0.78,RFU,CHL_InsituProbeR
BUO,42,7/20/2017,0.77,RFU,CHL_InsituProbeR
BUO,48,7/20/2017,0.77,RFU,CHL_InsituProbeR
BUO,0,8/3/2017,2.58,RFU,CHL_InsituProbeR
BUO,5,8/3/2017,2.42,RFU,CHL_InsituProbeR
BUO,10,8/3/2017,1.72,RFU,CHL_InsituProbeR
BUO,15,8/3/2017,0.82,RFU,CHL_InsituProbeR
BUO,20,8/3/2017,0.65,RFU,CHL_InsituProbeR
BUO,25,8/3/2017,0.68,RFU,CHL_InsituProbeR
BUO,30,8/3/2017,0.72,RFU,CHL_InsituProbeR
BUO,35,8/3/2017,0.75,RFU,CHL_InsituProbeR
BUO,40,8/3/2017,0.75,RFU,CHL_InsituProbeR
BUO,44,8/3/2017,0.74,RFU,CHL_InsituProbeR
BUO,47,8/3/2017,0.75,RFU,CHL_InsituProbeR
BUO,0,9/12/2017,1.97,RFU,CHL_InsituProbeR
BUO,5,9/12/2017,2.18,RFU,CHL_InsituProbeR
BUO,10,9/12/2017,2.32,RFU,CHL_InsituProbeR
BUO,14,9/12/2017,2.02,RFU,CHL_InsituProbeR
BUO,19,9/12/2017,2.02,RFU,CHL_InsituProbeR
BUO,24,9/12/2017,2.16,RFU,CHL_InsituProbeR
BUO,29,9/12/2017,2.17,RFU,CHL_InsituProbeR
BUO,34,9/12/2017,1.96,RFU,CHL_InsituProbeR
BUO,39,9/12/2017,1.63,RFU,CHL_InsituProbeR
BUO,45,9/12/2017,0.72,RFU,CHL_InsituProbeR
BUO,0,10/3/2017,4.37,RFU,CHL_InsituProbeR
BUO,5,10/3/2017,4.47,RFU,CHL_InsituProbeR
BUO,10,10/3/2017,3.58,RFU,CHL_InsituProbeR
BUO,15,10/3/2017,2.64,RFU,CHL_InsituProbeR
BUO,20,10/3/2017,2.17,RFU,CHL_InsituProbeR
BUO,25,10/3/2017,1.75,RFU,CHL_InsituProbeR
BUO,30,10/3/2017,1.49,RFU,CHL_InsituProbeR
BUO,34,10/3/2017,1.05,RFU,CHL_InsituProbeR
BUO,40,10/3/2017,0.72,RFU,CHL_InsituProbeR
BUO,44,10/3/2017,0.69,RFU,CHL_InsituProbeR
BUO,0,10/24/2017,1.17,RFU,CHL_InsituProbeR
BUO,5,10/24/2017,1.16,RFU,CHL_InsituProbeR
BUO,10,10/24/2017,1.19,RFU,CHL_InsituProbeR
BUO,15,10/24/2017,1.21,RFU,CHL_InsituProbeR
BUO,20,10/24/2017,1.25,RFU,CHL_InsituProbeR
BUO,25,10/24/2017,1.24,RFU,CHL_InsituProbeR
BUO,30,10/24/2017,1.23,RFU,CHL_InsituProbeR
BUO,35,10/24/2017,1.33,RFU,CHL_InsituProbeR
BUO,40,10/24/2017,1.29,RFU,CHL_InsituProbeR
BUO,46,10/24/2017,1.36,RFU,CHL_InsituProbeR
BUO,0,11/14/2017,0.63,RFU,CHL_InsituProbeR
BUO,5,11/14/2017,0.67,RFU,CHL_InsituProbeR
BUO,10,11/14/2017,0.72,RFU,CHL_InsituProbeR
BUO,15,11/14/2017,0.70,RFU,CHL_InsituProbeR
BUO,20,11/14/2017,0.71,RFU,CHL_InsituProbeR
BUO,25,11/14/2017,0.73,RFU,CHL_InsituProbeR
BUO,30,11/14/2017,0.73,RFU,CHL_InsituProbeR
BUO,34,11/14/2017,0.70,RFU,CHL_InsituProbeR
BUO,39,11/14/2017,0.74,RFU,CHL_InsituProbeR
BUO,44,11/14/2017,0.69,RFU,CHL_InsituProbeR
BUO,46,11/14/2017,0.71,RFU,CHL_InsituProbeR
BUO,0,3/27/2018,0.71,RFU,CHL_InsituProbeR
BUO,5,3/27/2018,0.73,RFU,CHL_InsituProbeR
BUO,10,3/27/2018,0.72,RFU,CHL_InsituProbeR
BUO,15,3/27/2018,0.72,RFU,CHL_InsituProbeR
BUO,20,3/27/2018,0.72,RFU,CHL_InsituProbeR
BUO,25,3/27/2018,0.71,RFU,CHL_InsituProbeR
BUO,30,3/27/2018,0.71,RFU,CHL_InsituProbeR
BUO,35,3/27/2018,0.71,RFU,CHL_InsituProbeR
BUO,40,3/27/2018,0.68,RFU,CHL_InsituProbeR
BUO,46,3/27/2018,0.62,RFU,CHL_InsituProbeR
BUO,0,4/24/2018,3.48,RFU,CHL_InsituProbeR
BUO,5,4/24/2018,3.19,RFU,CHL_InsituProbeR
BUO,10,4/24/2018,3.13,RFU,CHL_InsituProbeR
BUO,15,4/24/2018,2.59,RFU,CHL_InsituProbeR
BUO,20,4/24/2018,0.76,RFU,CHL_InsituProbeR
BUO,25,4/24/2018,0.68,RFU,CHL_InsituProbeR
BUO,30,4/24/2018,0.64,RFU,CHL_InsituProbeR
BUO,35,4/24/2018,0.62,RFU,CHL_InsituProbeR
BUO,40,4/24/2018,0.63,RFU,CHL_InsituProbeR
BUO,49,4/24/2018,0.63,RFU,CHL_InsituProbeR
BUO,0,5/16/2018,3.69,RFU,CHL_InsituProbeR
BUO,5,5/16/2018,4.29,RFU,CHL_InsituProbeR
BUO,10,5/16/2018,2.70,RFU,CHL_InsituProbeR
BUO,15,5/16/2018,1.54,RFU,CHL_InsituProbeR
BUO,20,5/16/2018,0.87,RFU,CHL_InsituProbeR
BUO,25,5/16/2018,0.84,RFU,CHL_InsituProbeR
BUO,30,5/16/2018,0.78,RFU,CHL_InsituProbeR
BUO,35,5/16/2018,0.77,RFU,CHL_InsituProbeR
BUO,40,5/16/2018,0.72,RFU,CHL_InsituProbeR
BUO,49,5/16/2018,0.73,RFU,CHL_InsituProbeR
BUO,0,5/29/2018,3.09,RFU,CHL_InsituProbeR
BUO,5,5/29/2018,3.03,RFU,CHL_InsituProbeR
BUO,10,5/29/2018,1.29,RFU,CHL_InsituProbeR
BUO,15,5/29/2018,0.78,RFU,CHL_InsituProbeR
BUO,20,5/29/2018,0.54,RFU,CHL_InsituProbeR
BUO,25,5/29/2018,0.53,RFU,CHL_InsituProbeR
BUO,30,5/29/2018,0.56,RFU,CHL_InsituProbeR
BUO,35,5/29/2018,0.57,RFU,CHL_InsituProbeR
BUO,40,5/29/2018,0.58,RFU,CHL_InsituProbeR
BUO,45,5/29/2018,0.60,RFU,CHL_InsituProbeR
BUO,50,5/29/2018,0.59,RFU,CHL_InsituProbeR
BUO,52,5/29/2018,0.61,RFU,CHL_InsituProbeR
BUO,0,6/14/2018,4.85,RFU,CHL_InsituProbeR
BUO,5,6/14/2018,4.79,RFU,CHL_InsituProbeR
BUO,10,6/14/2018,3.01,RFU,CHL_InsituProbeR
BUO,15,6/14/2018,2.13,RFU,CHL_InsituProbeR
BUO,20,6/14/2018,0.73,RFU,CHL_InsituProbeR
BUO,25,6/14/2018,0.71,RFU,CHL_InsituProbeR
BUO,30,6/14/2018,0.58,RFU,CHL_InsituProbeR
BUO,35,6/14/2018,0.59,RFU,CHL_InsituProbeR
BUO,40,6/14/2018,0.62,RFU,CHL_InsituProbeR
BUO,45,6/14/2018,0.61,RFU,CHL_InsituProbeR
BUO,51,6/14/2018,0.61,RFU,CHL_InsituProbeR
BUO,0,6/20/2018,4.28,RFU,CHL_InsituProbeR
BUO,5,6/20/2018,3.27,RFU,CHL_InsituProbeR
BUO,10,6/20/2018,1.33,RFU,CHL_InsituProbeR
BUO,15,6/20/2018,0.85,RFU,CHL_InsituProbeR
BUO,20,6/20/2018,0.69,RFU,CHL_InsituProbeR
BUO,25,6/20/2018,0.72,RFU,CHL_InsituProbeR
BUO,30,6/20/2018,0.65,RFU,CHL_InsituProbeR
BUO,35,6/20/2018,0.63,RFU,CHL_InsituProbeR
BUO,40,6/20/2018,0.63,RFU,CHL_InsituProbeR
BUO,45,6/20/2018,0.63,RFU,CHL_InsituProbeR
BUO,50,6/20/2018,0.63,RFU,CHL_InsituProbeR
BUO,0,7/12/2018,4.06,RFU,CHL_InsituProbeR
BUO,5,7/12/2018,3.61,RFU,CHL_InsituProbeR
BUO,10,7/12/2018,1.94,RFU,CHL_InsituProbeR
BUO,15,7/12/2018,1.06,RFU,CHL_InsituProbeR
BUO,20,7/12/2018,0.67,RFU,CHL_InsituProbeR
BUO,25,7/12/2018,0.70,RFU,CHL_InsituProbeR
BUO,30,7/12/2018,0.74,RFU,CHL_InsituProbeR
BUO,35,7/12/2018,0.72,RFU,CHL_InsituProbeR
BUO,40,7/12/2018,0.71,RFU,CHL_InsituProbeR
BUO,45,7/12/2018,0.73,RFU,CHL_InsituProbeR
BUO,50,7/12/2018,0.72,RFU,CHL_InsituProbeR
BUO,52,7/12/2018,0.69,RFU,CHL_InsituProbeR
BUO,0,8/2/2018,4.07,RFU,CHL_InsituProbeR
BUO,5,8/2/2018,3.69,RFU,CHL_InsituProbeR
BUO,10,8/2/2018,2.40,RFU,CHL_InsituProbeR
BUO,15,8/2/2018,1.70,RFU,CHL_InsituProbeR
BUO,20,8/2/2018,0.86,RFU,CHL_InsituProbeR
BUO,25,8/2/2018,0.78,RFU,CHL_InsituProbeR
BUO,30,8/2/2018,0.83,RFU,CHL_InsituProbeR
BUO,35,8/2/2018,0.77,RFU,CHL_InsituProbeR
BUO,40,8/2/2018,0.71,RFU,CHL_InsituProbeR
BUO,45,8/2/2018,0.69,RFU,CHL_InsituProbeR
BUO,51,8/2/2018,0.68,RFU,CHL_InsituProbeR
BUO,0,9/6/2018,2.77,RFU,CHL_InsituProbeR
BUO,5,9/6/2018,3.18,RFU,CHL_InsituProbeR
BUO,10,9/6/2018,1.64,RFU,CHL_InsituProbeR
BUO,15,9/6/2018,1.14,RFU,CHL_InsituProbeR
BUO,20,9/6/2018,0.76,RFU,CHL_InsituProbeR
BUO,25,9/6/2018,0.77,RFU,CHL_InsituProbeR
BUO,30,9/6/2018,0.84,RFU,CHL_InsituProbeR
BUO,35,9/6/2018,0.84,RFU,CHL_InsituProbeR
BUO,40,9/6/2018,0.84,RFU,CHL_InsituProbeR
BUO,45,9/6/2018,0.83,RFU,CHL_InsituProbeR
BUO,50,9/6/2018,0.79,RFU,CHL_InsituProbeR
BUO,0,9/25/2018,2.09,RFU,CHL_InsituProbeR
BUO,5,9/25/2018,2.37,RFU,CHL_InsituProbeR
BUO,10,9/25/2018,2.31,RFU,CHL_InsituProbeR
BUO,15,9/25/2018,2.39,RFU,CHL_InsituProbeR
BUO,20,9/25/2018,2.32,RFU,CHL_InsituProbeR
BUO,25,9/25/2018,2.00,RFU,CHL_InsituProbeR
BUO,30,9/25/2018,1.63,RFU,CHL_InsituProbeR
BUO,35,9/25/2018,0.99,RFU,CHL_InsituProbeR
BUO,40,9/25/2018,0.96,RFU,CHL_InsituProbeR
BUO,45,9/25/2018,0.93,RFU,CHL_InsituProbeR
BUO,50,9/25/2018,0.93,RFU,CHL_InsituProbeR
BUO,0,10/16/2018,1.00,RFU,CHL_InsituProbeR
BUO,5,10/16/2018,1.02,RFU,CHL_InsituProbeR
BUO,10,10/16/2018,1.07,RFU,CHL_InsituProbeR
BUO,15,10/16/2018,1.08,RFU,CHL_InsituProbeR
BUO,20,10/16/2018,1.08,RFU,CHL_InsituProbeR
BUO,25,10/16/2018,1.08,RFU,CHL_InsituProbeR
BUO,30,10/16/2018,1.03,RFU,CHL_InsituProbeR
BUO,35,10/16/2018,1.00,RFU,CHL_InsituProbeR
BUO,40,10/16/2018,1.02,RFU,CHL_InsituProbeR
BUO,45,10/16/2018,1.05,RFU,CHL_InsituProbeR
BUO,49,10/16/2018,1.03,RFU,CHL_InsituProbeR
BUO,0,11/6/2018,0.63,RFU,CHL_InsituProbeR
BUO,5,11/6/2018,0.64,RFU,CHL_InsituProbeR
BUO,10,11/6/2018,0.66,RFU,CHL_InsituProbeR
BUO,20,11/6/2018,0.65,RFU,CHL_InsituProbeR
BUO,51,11/6/2018,0.84,RFU,CHL_InsituProbeR
BUO,0,11/28/2018,0.62,RFU,CHL_InsituProbeR
BUO,5,11/28/2018,0.64,RFU,CHL_InsituProbeR
BUO,10,11/28/2018,0.65,RFU,CHL_InsituProbeR
BUO,20,11/28/2018,0.64,RFU,CHL_InsituProbeR
BUO,45,11/28/2018,0.64,RFU,CHL_InsituProbeR
BUO,0,12/18/2018,0.65,RFU,CHL_InsituProbeR
BUO,5,12/18/2018,0.67,RFU,CHL_InsituProbeR
BUO,10,12/18/2018,0.67,RFU,CHL_InsituProbeR
BUO,20,12/18/2018,0.66,RFU,CHL_InsituProbeR
BUO,50,12/18/2018,0.65,RFU,CHL_InsituProbeR
BUO,0,3/19/2019,0.88,RFU,CHL_InsituProbeR
BUO,5,3/19/2019,1.02,RFU,CHL_InsituProbeR
BUO,10,3/19/2019,0.92,RFU,CHL_InsituProbeR
BUO,20,3/19/2019,0.90,RFU,CHL_InsituProbeR
BUO,49,3/19/2019,0.75,RFU,CHL_InsituProbeR
BUO,0,4/9/2019,4.01,RFU,CHL_InsituProbeR
BUO,5,4/9/2019,4.07,RFU,CHL_InsituProbeR
BUO,10,4/9/2019,1.75,RFU,CHL_InsituProbeR
BUO,15,4/9/2019,1.67,RFU,CHL_InsituProbeR
BUO,20,4/9/2019,1.46,RFU,CHL_InsituProbeR
BUO,25,4/9/2019,1.57,RFU,CHL_InsituProbeR
BUO,30,4/9/2019,1.38,RFU,CHL_InsituProbeR
BUO,35,4/9/2019,1.52,RFU,CHL_InsituProbeR
BUO,40,4/9/2019,1.40,RFU,CHL_InsituProbeR
BUO,48,4/9/2019,1.37,RFU,CHL_InsituProbeR
BUO,0,4/23/2019,4.07,RFU,CHL_InsituProbeR
BUO,5,4/23/2019,4.08,RFU,CHL_InsituProbeR
BUO,10,4/23/2019,1.63,RFU,CHL_InsituProbeR
BUO,15,4/23/2019,1.30,RFU,CHL_InsituProbeR
BUO,20,4/23/2019,1.23,RFU,CHL_InsituProbeR
BUO,25,4/23/2019,0.98,RFU,CHL_InsituProbeR
BUO,30,4/23/2019,0.95,RFU,CHL_InsituProbeR
BUO,34,4/23/2019,0.96,RFU,CHL_InsituProbeR
BUO,39,4/23/2019,0.92,RFU,CHL_InsituProbeR
BUO,44,4/23/2019,0.93,RFU,CHL_InsituProbeR
BUO,49,4/23/2019,0.89,RFU,CHL_InsituProbeR
BUO,54,4/23/2019,0.87,RFU,CHL_InsituProbeR
BUO,59,4/23/2019,0.77,RFU,CHL_InsituProbeR
BUO,0,5/21/2019,1.97,RFU,CHL_InsituProbeR
BUO,5,5/21/2019,1.72,RFU,CHL_InsituProbeR
BUO,10,5/21/2019,1.33,RFU,CHL_InsituProbeR
BUO,15,5/21/2019,0.69,RFU,CHL_InsituProbeR
BUO,20,5/21/2019,0.63,RFU,CHL_InsituProbeR
BUO,25,5/21/2019,0.65,RFU,CHL_InsituProbeR
BUO,30,5/21/2019,0.64,RFU,CHL_InsituProbeR
BUO,35,5/21/2019,0.59,RFU,CHL_InsituProbeR
BUO,40,5/21/2019,0.53,RFU,CHL_InsituProbeR
BUO,45,5/21/2019,0.53,RFU,CHL_InsituProbeR
BUO,49,5/21/2019,0.51,RFU,CHL_InsituProbeR
BUO,0,6/6/2019,2.51,RFU,CHL_InsituProbeR
BUO,5,6/6/2019,2.13,RFU,CHL_InsituProbeR
BUO,10,6/6/2019,1.61,RFU,CHL_InsituProbeR
BUO,15,6/6/2019,1.36,RFU,CHL_InsituProbeR
BUO,20,6/6/2019,1.42,RFU,CHL_InsituProbeR
BUO,25,6/6/2019,1.29,RFU,CHL_InsituProbeR
BUO,30,6/6/2019,0.82,RFU,CHL_InsituProbeR
BUO,35,6/6/2019,0.67,RFU,CHL_InsituProbeR
BUO,40,6/6/2019,0.64,RFU,CHL_InsituProbeR
BUO,45,6/6/2019,0.61,RFU,CHL_InsituProbeR
BUO,50,6/6/2019,0.57,RFU,CHL_InsituProbeR
BUO,0,7/2/2019,3.75,RFU,CHL_InsituProbeR
BUO,5,7/2/2019,2.14,RFU,CHL_InsituProbeR
BUO,10,7/2/2019,1.18,RFU,CHL_InsituProbeR
BUO,15,7/2/2019,0.84,RFU,CHL_InsituProbeR
BUO,20,7/2/2019,0.67,RFU,CHL_InsituProbeR
BUO,25,7/2/2019,0.66,RFU,CHL_InsituProbeR
BUO,30,7/2/2019,0.68,RFU,CHL_InsituProbeR
BUO,35,7/2/2019,0.73,RFU,CHL_InsituProbeR
BUO,40,7/2/2019,0.72,RFU,CHL_InsituProbeR
BUO,45,7/2/2019,0.73,RFU,CHL_InsituProbeR
BUO,50,7/2/2019,0.71,RFU,CHL_InsituProbeR
BUO,53,7/2/2019,0.74,RFU,CHL_InsituProbeR
BUO,0,7/18/2019,2.16,RFU,CHL_InsituProbeR
BUO,5,7/18/2019,1.72,RFU,CHL_InsituProbeR
BUO,10,7/18/2019,1.59,RFU,CHL_InsituProbeR
BUO,15,7/18/2019,0.95,RFU,CHL_InsituProbeR
BUO,20,7/18/2019,0.67,RFU,CHL_InsituProbeR
BUO,25,7/18/2019,0.67,RFU,CHL_InsituProbeR
BUO,30,7/18/2019,0.70,RFU,CHL_InsituProbeR
BUO,35,7/18/2019,0.73,RFU,CHL_InsituProbeR
BUO,40,7/18/2019,0.73,RFU,CHL_InsituProbeR
BUO,48,7/18/2019,0.76,RFU,CHL_InsituProbeR
BUO,0,7/30/2019,2.17,RFU,CHL_InsituProbeR
BUO,5,7/30/2019,2.49,RFU,CHL_InsituProbeR
BUO,10,7/30/2019,2.42,RFU,CHL_InsituProbeR
BUO,20,7/30/2019,0.76,RFU,CHL_InsituProbeR
BUO,30,7/30/2019,0.71,RFU,CHL_InsituProbeR
BUO,40,7/30/2019,0.74,RFU,CHL_InsituProbeR
BUO,49,7/30/2019,0.74,RFU,CHL_InsituProbeR
BUO,0,8/13/2019,1.59,RFU,CHL_InsituProbeR
BUO,5,8/13/2019,1.69,RFU,CHL_InsituProbeR
BUO,10,8/13/2019,1.71,RFU,CHL_InsituProbeR
BUO,20,8/13/2019,0.88,RFU,CHL_InsituProbeR
BUO,49,8/13/2019,0.75,RFU,CHL_InsituProbeR
BUO,0,9/5/2019,2.15,RFU,CHL_InsituProbeR
