Site_ID,sampledate,Qout_cfs,TotP_lbday,TotP_mgL
USGS_5427948,5/7/2016,3.45,1.18,0.063
USGS_5427948,5/8/2016,3.23,1.12,0.064
USGS_5427948,5/9/2016,3.17,1.48,0.085
USGS_5427948,5/10/2016,14.1,18.5,0.233
USGS_5427948,5/11/2016,8.72,7.25,0.138
USGS_5427948,5/12/2016,17.7,6.21,0.066
USGS_5427948,5/13/2016,10.1,3.67,0.066
USGS_5427948,5/14/2016,8.24,2.75,0.062
USGS_5427948,5/15/2016,5.77,1.83,0.059
USGS_5427948,5/16/2016,5.05,1.59,0.058
USGS_5427948,5/17/2016,4.58,1.44,0.058
USGS_5427948,5/18/2016,4.23,1.34,0.059
USGS_5427948,5/19/2016,3.88,1.23,0.059
USGS_5427948,5/20/2016,3.62,1.15,0.059
USGS_5427948,5/21/2016,3.44,1.1,0.059
USGS_5427948,5/22/2016,3.24,1.03,0.059
USGS_5427948,5/23/2016,3.13,1,0.059
USGS_5427948,5/24/2016,2.86,0.92,0.059
USGS_5427948,5/25/2016,2.99,0.96,0.06
USGS_5427948,5/26/2016,3.09,1,0.06
USGS_5427948,5/27/2016,4.04,1.4,0.063
USGS_5427948,5/28/2016,6.69,3.29,0.091
USGS_5427948,5/29/2016,4.89,2.29,0.086
USGS_5427948,5/30/2016,3.44,1.56,0.084
USGS_5427948,5/31/2016,3.92,2.04,0.094
USGS_5427948,6/1/2016,7.5,6.28,0.155
USGS_5427948,6/2/2016,4.32,3.7,0.158
USGS_5427948,6/3/2016,3.41,2.76,0.15
USGS_5427948,6/4/2016,3.03,2.47,0.151
USGS_5427948,6/5/2016,2.77,2.27,0.152
USGS_5427948,6/6/2016,2.71,2.25,0.153
USGS_5427948,6/7/2016,2.48,2.08,0.155
USGS_5427948,6/8/2016,2.48,2.08,0.156
USGS_5427948,6/9/2016,3.01,2.73,0.167
USGS_5427948,6/10/2016,4.23,4.77,0.21
USGS_5427948,6/11/2016,5.44,7.04,0.239
USGS_5427948,6/12/2016,3.4,4.04,0.22
USGS_5427948,6/13/2016,2.93,3.48,0.22
USGS_5427948,6/14/2016,4.9,7.19,0.245
USGS_5427948,6/15/2016,56.9,77.1,0.263
USGS_5427948,6/16/2016,12.1,21.9,0.338
USGS_5427948,6/17/2016,6.13,12.5,0.378
USGS_5427948,6/18/2016,4.81,10.1,0.387
USGS_5427948,6/19/2016,4,8.51,0.394
USGS_5427948,6/20/2016,3.49,7.55,0.401
USGS_5427948,6/21/2016,3.14,6.91,0.408
USGS_5427948,6/22/2016,3.26,7.29,0.415
USGS_5427948,6/23/2016,3.39,7.71,0.422
USGS_5427948,6/24/2016,3.14,7.27,0.428
USGS_5427948,6/25/2016,3,7.05,0.435
USGS_5427948,6/26/2016,70.3,113,0.317
USGS_5427948,6/27/2016,15.4,21.6,0.276
USGS_5427948,6/28/2016,5.89,7.95,0.245
USGS_5427948,6/29/2016,4.4,4.24,0.178
USGS_5427948,6/30/2016,3.94,3.79,0.178
USGS_5427948,7/1/2016,3.74,3.6,0.178
USGS_5427948,7/2/2016,3.38,3.25,0.178
USGS_5427948,7/3/2016,3.11,2.99,0.178
USGS_5427948,7/4/2016,2.94,2.82,0.178
USGS_5427948,7/5/2016,2.98,2.87,0.178
USGS_5427948,7/6/2016,11.2,10.9,0.179
USGS_5427948,7/7/2016,6.11,5.72,0.173
USGS_5427948,7/8/2016,4.48,4.22,0.175
USGS_5427948,7/9/2016,3.61,3.43,0.176
USGS_5427948,7/10/2016,3.3,3.15,0.177
USGS_5427948,7/11/2016,3.26,3.15,0.179
USGS_5427948,7/12/2016,3.03,2.94,0.18
USGS_5427948,7/13/2016,2.81,2.73,0.18
USGS_5427948,7/14/2016,2.65,2.58,0.18
USGS_5427948,7/15/2016,2.54,2.47,0.18
USGS_5427948,7/16/2016,2.42,2.35,0.18
USGS_5427948,7/17/2016,5.28,5.13,0.18
USGS_5427948,7/18/2016,3.63,3.53,0.18
USGS_5427948,7/19/2016,2.8,2.73,0.18
USGS_5427948,7/20/2016,2.55,2.48,0.18
USGS_5427948,7/21/2016,79.7,246,0.274
USGS_5427948,7/22/2016,255,730,0.581
USGS_5427948,7/23/2016,75,180,0.513
USGS_5427948,7/24/2016,90.1,155,0.355
USGS_5427948,7/25/2016,17.8,40.4,0.417
USGS_5427948,7/26/2016,9.99,20.4,0.377
USGS_5427948,7/27/2016,6.68,13.4,0.371
USGS_5427948,7/28/2016,10.8,21.4,0.365
USGS_5427948,7/29/2016,28.5,44.7,0.268
USGS_5427948,7/30/2016,6.88,6.47,0.17
USGS_5427948,7/31/2016,5.04,4,0.147
USGS_5427948,8/1/2016,4.61,3.6,0.144
USGS_5427948,8/2/2016,4.27,3.27,0.142
USGS_5427948,8/3/2016,4.04,3.04,0.139
USGS_5427948,8/4/2016,4.61,3.4,0.137
USGS_5427948,8/5/2016,9.28,6.82,0.136
USGS_5427948,8/6/2016,4.71,3.46,0.136
USGS_5427948,8/7/2016,3.77,2.77,0.136
USGS_5427948,8/8/2016,3.53,2.59,0.136
USGS_5427948,8/9/2016,3.95,2.9,0.136
USGS_5427948,8/10/2016,3.72,2.73,0.136
USGS_5427948,8/11/2016,4.05,2.97,0.136
USGS_5427948,8/12/2016,4.51,3.31,0.136
USGS_5427948,8/13/2016,3.86,2.84,0.136
USGS_5427948,8/14/2016,2.84,2.09,0.136
USGS_5427948,8/15/2016,2.5,1.84,0.136
USGS_5427948,8/16/2016,2.35,1.73,0.136
USGS_5427948,8/17/2016,7.21,5.3,0.136
USGS_5427948,8/18/2016,4.3,3.16,0.136
USGS_5427948,8/19/2016,16.2,14.6,0.16
USGS_5427948,8/20/2016,22.4,25.2,0.208
USGS_5427948,8/21/2016,10.4,11.5,0.204
USGS_5427948,8/22/2016,6.31,6.71,0.197
USGS_5427948,8/23/2016,5.16,5.36,0.192
USGS_5427948,8/24/2016,11.8,12.5,0.196
USGS_5427948,8/25/2016,10.6,11.6,0.2
USGS_5427948,8/26/2016,6.34,6.59,0.193
USGS_5427948,8/27/2016,48,61.7,0.228
USGS_5427948,8/28/2016,17.9,27.9,0.298
USGS_5427948,8/29/2016,9.04,17.2,0.35
USGS_5427948,8/30/2016,7.14,9.32,0.24
USGS_5427948,8/31/2016,6.17,5.08,0.152
USGS_5427948,9/1/2016,5.32,4.1,0.143
USGS_5427948,9/2/2016,5.32,3.93,0.137
USGS_5427948,9/3/2016,4.13,2.93,0.131
USGS_5427948,9/4/2016,3,2.04,0.126
USGS_5427948,9/5/2016,2.46,1.6,0.121
USGS_5427948,9/6/2016,2.25,1.41,0.116
USGS_5427948,9/7/2016,87.3,219,0.419
USGS_5427948,9/8/2016,50.4,328,1.23
USGS_5427948,9/9/2016,17.5,81.8,0.853
USGS_5427948,9/10/2016,13.8,42.1,0.563
USGS_5427948,9/11/2016,10.2,24.7,0.445
USGS_5427948,9/12/2016,7.26,14.7,0.374
USGS_5427948,9/13/2016,9.93,15.4,0.292
USGS_5427948,9/14/2016,10.1,12.7,0.232
USGS_5427948,9/15/2016,7.48,8.86,0.219
USGS_5427948,9/16/2016,6.98,7.81,0.207
USGS_5427948,9/17/2016,5.57,5.9,0.196
USGS_5427948,9/18/2016,4.52,4.5,0.184
USGS_5427948,9/19/2016,29.7,79,0.288
USGS_5427948,9/20/2016,61.6,264,0.792
USGS_5427948,9/21/2016,35.4,101,0.539
USGS_5427948,9/22/2016,48.3,187,0.748
USGS_5427948,9/23/2016,18.5,106,1.06
USGS_5427948,9/24/2016,11.9,56.1,0.866
USGS_5427948,9/25/2016,9.77,29,0.548
USGS_5427948,9/26/2016,7.74,15.7,0.37
USGS_5427948,9/27/2016,6.15,7.58,0.226
USGS_5427948,9/28/2016,3.1,3.34,0.2
USGS_5427948,9/29/2016,2.48,2.68,0.2
USGS_5427948,9/30/2016,4.67,5.02,0.2
USGS_5427948,10/1/2016,5.08,5.32,0.194
USGS_5427948,10/2/2016,4.25,4.23,0.184
USGS_5427948,10/3/2016,3.72,3.48,0.173
USGS_5427948,10/4/2016,3.44,3.03,0.163
USGS_5427948,10/5/2016,1.89,1.57,0.152
USGS_5427948,10/6/2016,3.76,3.98,0.166
USGS_5427948,10/7/2016,11.3,12,0.196
USGS_5427948,10/8/2016,7.08,6.48,0.169
USGS_5427948,10/9/2016,5.17,4.31,0.154
USGS_5427948,10/10/2016,4,3.17,0.146
USGS_5427948,10/11/2016,2.96,2.24,0.14
USGS_5427948,10/12/2016,4.82,3.65,0.14
USGS_5427948,10/13/2016,4.36,3.3,0.14
USGS_5427948,10/14/2016,3.42,2.58,0.14
USGS_5427948,10/15/2016,5.11,6.54,0.155
USGS_5427948,10/16/2016,39.8,105,0.499
USGS_5427948,10/17/2016,13.7,36.4,0.48
USGS_5427948,10/18/2016,8.47,14.2,0.307
USGS_5427948,10/19/2016,6.66,7.06,0.195
USGS_5427948,10/20/2016,5.57,5.04,0.167
USGS_5427948,10/21/2016,4.6,4.08,0.164
USGS_5427948,10/22/2016,3.91,3.4,0.161
USGS_5427948,10/23/2016,3.37,2.88,0.158
USGS_5427948,10/24/2016,2.96,2.47,0.155
USGS_5427948,10/25/2016,2.93,2.39,0.152
USGS_5427948,10/26/2016,167,591,0.597
USGS_5427948,10/27/2016,47.2,283,1.1
USGS_5427948,10/28/2016,16.2,74.7,0.847
USGS_5427948,10/29/2016,11.5,43.2,0.691
USGS_5427948,10/30/2016,9.08,28.3,0.575
USGS_5427948,10/31/2016,7.03,18.2,0.478
USGS_5427948,11/1/2016,6.71,15.4,0.424
USGS_5427948,11/2/2016,6.83,13.7,0.372
USGS_5427948,11/3/2016,6.08,10.5,0.319
USGS_5427948,11/4/2016,5.47,7.89,0.266
USGS_5427948,11/5/2016,4.74,5.49,0.214
USGS_5427948,11/6/2016,4.32,3.81,0.163
USGS_5427948,11/7/2016,3.96,3.13,0.146
USGS_5427948,11/8/2016,3.78,2.94,0.144
USGS_5427948,11/9/2016,3.62,2.77,0.142
USGS_5427948,11/10/2016,3.5,2.63,0.139
USGS_5427948,11/11/2016,3.35,2.47,0.137
USGS_5427948,11/12/2016,3.13,2.27,0.134
USGS_5427948,11/13/2016,3.13,2.23,0.132
USGS_5427948,11/14/2016,3.06,2.15,0.13
USGS_5427948,11/15/2016,3.09,2.17,0.13
USGS_5427948,11/16/2016,3.1,2.17,0.13
USGS_5427948,11/17/2016,3.12,2.19,0.13
USGS_5427948,11/18/2016,3.1,2.18,0.13
USGS_5427948,11/19/2016,2.73,1.92,0.13
USGS_5427948,11/20/2016,2.85,2,0.13
USGS_5427948,11/21/2016,3.02,2.12,0.13
USGS_5427948,11/22/2016,3,2.11,0.13
USGS_5427948,11/23/2016,4.2,2.95,0.13
USGS_5427948,11/24/2016,3.59,2.52,0.13
USGS_5427948,11/25/2016,3.17,2.22,0.13
USGS_5427948,11/26/2016,3.03,2.13,0.13
USGS_5427948,11/27/2016,3.46,2.61,0.133
USGS_5427948,11/28/2016,24.9,26.4,0.195
USGS_5427948,11/29/2016,35.5,59.2,0.334
USGS_5427948,11/30/2016,13.7,34.6,0.46
USGS_5427948,12/1/2016,9.91,11.2,0.206
USGS_5427948,12/2/2016,7.62,5.99,0.145
USGS_5427948,12/3/2016,6.32,4.29,0.125
USGS_5427948,12/4/2016,5.36,3.2,0.111
USGS_5427948,12/5/2016,5.12,2.79,0.101
USGS_5427948,12/6/2016,8.87,5.74,0.113
USGS_5427948,12/7/2016,5.17,2.83,0.0999
USGS_5427948,12/8/2016,3.94,1.89,0.0887
USGS_5427948,12/9/2016,3.6,1.7,0.0873
USGS_5427948,12/10/2016,3.42,1.59,0.0859
USGS_5427948,12/11/2016,3.53,1.61,0.0845
USGS_5427948,12/12/2016,3.54,1.59,0.0831
USGS_5427948,12/13/2016,3.36,1.48,0.0817
USGS_5427948,12/14/2016,3.22,1.4,0.0803
USGS_5427948,12/15/2016,3.04,1.29,0.0789
USGS_5427948,12/16/2016,3.04,1.27,0.0775
USGS_5427948,12/17/2016,3.23,1.33,0.0761
USGS_5427948,12/18/2016,3.12,1.26,0.0747
USGS_5427948,12/19/2016,3.02,1.2,0.0733
USGS_5427948,12/20/2016,3.07,1.19,0.0721
USGS_5427948,12/21/2016,3.15,1.23,0.072
USGS_5427948,12/22/2016,3.14,1.22,0.072
USGS_5427948,12/23/2016,3.13,1.22,0.072
USGS_5427948,12/24/2016,3.24,1.26,0.072
USGS_5427948,12/25/2016,4.48,1.84,0.0744
USGS_5427948,12/26/2016,19.3,10.7,0.102
USGS_5427948,12/27/2016,15,8.63,0.107
USGS_5427948,12/28/2016,9.97,5.44,0.101
USGS_5427948,12/29/2016,7.8,4.03,0.0955
USGS_5427948,12/30/2016,6.24,3.03,0.0899
USGS_5427948,12/31/2016,5.01,2.29,0.0844
USGS_5427948,1/1/2017,3.98,1.7,0.0789
USGS_5427948,1/2/2017,3.58,1.42,0.0735
USGS_5427948,1/3/2017,3.82,1.48,0.072
USGS_5427948,1/4/2017,3.52,1.37,0.072
USGS_5427948,1/5/2017,3.05,1.19,0.072
USGS_5427948,1/6/2017,2.76,1.07,0.072
USGS_5427948,1/7/2017,2.59,1.01,0.072
USGS_5427948,1/8/2017,2.5,0.97,0.072
USGS_5427948,1/9/2017,2.54,0.99,0.072
USGS_5427948,1/10/2017,15.2,24.2,0.204
USGS_5427948,1/11/2017,19.2,65.9,0.653
USGS_5427948,1/12/2017,9.73,15,0.268
USGS_5427948,1/13/2017,7.32,3.41,0.0861
USGS_5427948,1/14/2017,5.96,2.62,0.0814
USGS_5427948,1/15/2017,4.51,1.87,0.0768
USGS_5427948,1/16/2017,9.29,13.9,0.165
USGS_5427948,1/17/2017,63.5,300,0.848
USGS_5427948,1/18/2017,27.7,169,1.15
USGS_5427948,1/19/2017,25.1,201,1.49
USGS_5427948,1/20/2017,115,991,1.59
USGS_5427948,1/21/2017,50.9,426,1.54
USGS_5427948,1/22/2017,29.6,204,1.25
USGS_5427948,1/23/2017,16.8,88.6,0.968
USGS_5427948,1/24/2017,13.2,51.7,0.719
USGS_5427948,1/25/2017,10.7,26.3,0.451
USGS_5427948,1/26/2017,8.62,8.73,0.184
USGS_5427948,1/27/2017,6.72,3.59,0.099
USGS_5427948,1/28/2017,5.35,2.79,0.0967
USGS_5427948,1/29/2017,4.43,2.26,0.0944
USGS_5427948,1/30/2017,3.99,1.98,0.0921
USGS_5427948,1/31/2017,4.08,1.98,0.0898
USGS_5427948,2/1/2017,4.03,1.91,0.0876
USGS_5427948,2/2/2017,3.63,1.67,0.0853
USGS_5427948,2/3/2017,3.35,1.5,0.083
USGS_5427948,2/4/2017,3.25,1.41,0.0807
USGS_5427948,2/5/2017,3.26,1.38,0.0784
USGS_5427948,2/6/2017,3.29,1.35,0.0761
USGS_5427948,2/7/2017,6.05,3.28,0.0933
USGS_5427948,2/8/2017,7.32,5.17,0.13
USGS_5427948,2/9/2017,5.76,3.87,0.124
USGS_5427948,2/10/2017,4.51,2.88,0.118
USGS_5427948,2/11/2017,4.73,2.85,0.112
USGS_5427948,2/12/2017,11.1,11,0.16
USGS_5427948,2/13/2017,18.6,30.3,0.281
USGS_5427948,2/14/2017,29.7,117,0.717
USGS_5427948,2/15/2017,22.4,116,0.955
USGS_5427948,2/16/2017,9.6,30.4,0.566
USGS_5427948,2/17/2017,8.55,18.4,0.396
USGS_5427948,2/18/2017,12.6,28,0.412
USGS_5427948,2/19/2017,9.47,20.5,0.4
USGS_5427948,2/20/2017,10.9,25.1,0.408
USGS_5427948,2/21/2017,28.8,59.1,0.385
USGS_5427948,2/22/2017,14.2,22.4,0.289
USGS_5427948,2/23/2017,10.4,13.6,0.241
USGS_5427948,2/24/2017,24.8,38.7,0.289
USGS_5427948,2/25/2017,15.6,20.1,0.236
USGS_5427948,2/26/2017,10.5,11.5,0.202
USGS_5427948,2/27/2017,10.1,10.8,0.197
USGS_5427948,2/28/2017,16.3,20.3,0.222
USGS_5427948,3/1/2017,25.3,41.9,0.305
USGS_5427948,3/2/2017,17.6,25.5,0.262
USGS_5427948,3/3/2017,10.8,10.8,0.183
USGS_5427948,3/4/2017,8.94,8.29,0.172
USGS_5427948,3/5/2017,8.79,7.91,0.167
USGS_5427948,3/6/2017,8.9,7.84,0.163
USGS_5427948,3/7/2017,12.2,12.4,0.187
USGS_5427948,3/8/2017,7.81,6.73,0.159
USGS_5427948,3/9/2017,6.26,4.94,0.146
USGS_5427948,3/10/2017,5.54,4.06,0.136
USGS_5427948,3/11/2017,5.02,3.63,0.134
USGS_5427948,3/12/2017,4.78,3.45,0.133
USGS_5427948,3/13/2017,4.84,3.49,0.133
USGS_5427948,3/14/2017,4.74,3.41,0.133
USGS_5427948,3/15/2017,4.64,3.34,0.133
USGS_5427948,3/16/2017,4.68,3.36,0.133
USGS_5427948,3/17/2017,6.32,4.54,0.133
USGS_5427948,3/18/2017,6.6,4.74,0.133
USGS_5427948,3/19/2017,5.57,4,0.133
USGS_5427948,3/20/2017,4.79,3.44,0.133
USGS_5427948,3/21/2017,4.38,3.14,0.133
USGS_5427948,3/22/2017,3.99,2.87,0.133
USGS_5427948,3/23/2017,6.57,4.87,0.135
USGS_5427948,3/24/2017,16,13.9,0.161
USGS_5427948,3/25/2017,8.67,7.19,0.153
USGS_5427948,3/26/2017,10,8.37,0.155
USGS_5427948,3/27/2017,8.88,7.28,0.152
USGS_5427948,3/28/2017,6.74,5.33,0.146
USGS_5427948,3/29/2017,6.16,4.72,0.142
USGS_5427948,3/30/2017,26.2,23.7,0.162
USGS_5427948,3/31/2017,21.2,34.8,0.305
USGS_5427948,4/1/2017,13.8,19.8,0.265
USGS_5427948,4/2/2017,10.1,13.6,0.249
USGS_5427948,4/3/2017,9.53,12.5,0.243
USGS_5427948,4/4/2017,17.9,24.4,0.252
USGS_5427948,4/5/2017,14.5,17.4,0.221
USGS_5427948,4/6/2017,10.7,10.4,0.177
USGS_5427948,4/7/2017,7.86,6.18,0.145
USGS_5427948,4/8/2017,5.9,4.12,0.129
USGS_5427948,4/9/2017,5.53,3.64,0.122
USGS_5427948,4/10/2017,4.91,3.11,0.117
USGS_5427948,4/11/2017,4.62,2.83,0.113
USGS_5427948,4/12/2017,4.3,2.62,0.113
USGS_5427948,4/13/2017,7.66,5.6,0.134
USGS_5427948,4/14/2017,6.51,4.72,0.134
USGS_5427948,4/15/2017,14.6,14.6,0.173
USGS_5427948,4/16/2017,30.6,43.1,0.264
USGS_5427948,4/17/2017,11.7,21.8,0.343
USGS_5427948,4/18/2017,8.37,8.15,0.178
USGS_5427948,4/19/2017,7.4,5.69,0.142
USGS_5427948,4/20/2017,15.2,12.8,0.156
USGS_5427948,4/21/2017,9.22,7.19,0.144
USGS_5427948,4/22/2017,7.71,5.45,0.131
USGS_5427948,4/23/2017,6.87,4.42,0.119
USGS_5427948,4/24/2017,6.17,3.85,0.116
USGS_5427948,4/25/2017,5.76,3.62,0.117
USGS_5427948,4/26/2017,6.9,4.38,0.117
USGS_5427948,4/27/2017,19.9,16.8,0.153
USGS_5427948,4/28/2017,13.5,11.2,0.153
USGS_5427948,4/29/2017,9.22,7.42,0.149
USGS_5427948,4/30/2017,9.81,7.85,0.147
USGS_5427948,5/1/2017,35.7,43.9,0.226
USGS_5427948,5/2/2017,23.5,41.6,0.328
USGS_5427948,5/3/2017,12.2,21.9,0.335
USGS_5427948,5/4/2017,9.05,15.3,0.31
USGS_5427948,5/5/2017,8.11,8.72,0.198
USGS_5427948,5/6/2017,8.42,6.34,0.139
USGS_5427948,5/7/2017,7.07,4.38,0.114
USGS_5427948,5/8/2017,6.13,3.05,0.0917
USGS_5427948,5/9/2017,8.07,4.21,0.0955
USGS_5427948,5/10/2017,6.71,3.01,0.083
USGS_5427948,5/11/2017,6.47,2.9,0.083
USGS_5427948,5/12/2017,5.74,2.57,0.083
USGS_5427948,5/13/2017,5.32,2.39,0.083
USGS_5427948,5/14/2017,4.85,2.17,0.083
USGS_5427948,5/15/2017,4.75,2.13,0.083
USGS_5427948,5/16/2017,6.28,2.81,0.083
USGS_5427948,5/17/2017,5.98,3.01,0.0883
USGS_5427948,5/18/2017,9.42,6.07,0.118
USGS_5427948,5/19/2017,6.37,3.51,0.102
USGS_5427948,5/20/2017,10.9,7.21,0.113
USGS_5427948,5/21/2017,10.5,6.93,0.12
USGS_5427948,5/22/2017,7.84,4.03,0.0949
USGS_5427948,5/23/2017,7.61,3.71,0.0901
USGS_5427948,5/24/2017,7.33,3.53,0.089
USGS_5427948,5/25/2017,6.25,2.97,0.0879
USGS_5427948,5/26/2017,6.19,2.9,0.0868
USGS_5427948,5/27/2017,6.03,2.79,0.0857
USGS_5427948,5/28/2017,15.3,12.1,0.137
USGS_5427948,5/29/2017,8.44,4.8,0.105
USGS_5427948,5/30/2017,7.93,3.88,0.0906
USGS_5427948,5/31/2017,6.2,3.02,0.0903
USGS_5427948,6/1/2017,5.63,2.74,0.09
USGS_5427948,6/2/2017,5.24,2.54,0.0897
USGS_5427948,6/3/2017,4.24,2.05,0.0894
USGS_5427948,6/4/2017,3.95,1.9,0.089
USGS_5427948,6/5/2017,3.76,1.8,0.0887
USGS_5427948,6/6/2017,3.67,1.75,0.0884
USGS_5427948,6/7/2017,3.55,1.69,0.088
USGS_5427948,6/8/2017,3.56,1.68,0.0877
USGS_5427948,6/9/2017,3.51,1.66,0.0874
USGS_5427948,6/10/2017,3.55,1.67,0.0871
USGS_5427948,6/11/2017,3.32,1.55,0.0868
USGS_5427948,6/12/2017,3.44,1.61,0.0864
USGS_5427948,6/13/2017,4.41,2.05,0.0861
USGS_5427948,6/14/2017,5.21,2.41,0.0858
USGS_5427948,6/15/2017,5.12,2.36,0.0855
USGS_5427948,6/16/2017,4.71,2.53,0.0885
USGS_5427948,6/17/2017,47.4,79.2,0.286
USGS_5427948,6/18/2017,9.47,13.3,0.262
USGS_5427948,6/19/2017,5.36,7.78,0.269
USGS_5427948,6/20/2017,4.88,7.04,0.267
USGS_5427948,6/21/2017,4.39,6.29,0.265
USGS_5427948,6/22/2017,5.05,7.17,0.263
USGS_5427948,6/23/2017,53.9,64.7,0.223
USGS_5427948,6/24/2017,12,13.9,0.214
USGS_5427948,6/25/2017,6.06,6.95,0.212
USGS_5427948,6/26/2017,4.91,5.6,0.211
USGS_5427948,6/27/2017,4.33,4.94,0.211
USGS_5427948,6/28/2017,24.9,29.4,0.213
USGS_5427948,6/29/2017,59.4,69,0.213
USGS_5427948,6/30/2017,20.3,22.1,0.201
USGS_5427948,7/1/2017,10.4,10.7,0.189
USGS_5427948,7/2/2017,8.61,10.8,0.216
USGS_5427948,7/3/2017,11.9,16.7,0.257
USGS_5427948,7/4/2017,6.81,6.92,0.186
USGS_5427948,7/5/2017,5.53,4.86,0.163
USGS_5427948,7/6/2017,5.13,4.36,0.157
USGS_5427948,7/7/2017,5.08,4.17,0.152
USGS_5427948,7/8/2017,5.98,4.74,0.146
USGS_5427948,7/9/2017,4.91,3.74,0.141
USGS_5427948,7/10/2017,184,343,0.325
USGS_5427948,7/11/2017,27.9,41.1,0.262
USGS_5427948,7/12/2017,53.3,110,0.344
USGS_5427948,7/13/2017,26.2,59.7,0.405
USGS_5427948,7/14/2017,10.7,8.69,0.147
USGS_5427948,7/15/2017,7.94,5.57,0.13
USGS_5427948,7/16/2017,19.2,12.7,0.123
USGS_5427948,7/17/2017,10.6,6.65,0.116
USGS_5427948,7/18/2017,7.29,4.3,0.109
USGS_5427948,7/19/2017,25.4,49,0.16
USGS_5427948,7/20/2017,256,700,0.547
USGS_5427948,7/21/2017,100,310,0.654
USGS_5427948,7/22/2017,155,434,0.561
USGS_5427948,7/23/2017,26.1,87.5,0.62
USGS_5427948,7/24/2017,14.1,41.1,0.532
USGS_5427948,7/25/2017,10,15.1,0.273
USGS_5427948,7/26/2017,11.9,6.62,0.101
USGS_5427948,7/27/2017,17.4,10.2,0.107
USGS_5427948,7/28/2017,8.76,3.93,0.0822
USGS_5427948,7/29/2017,6.62,2.61,0.073
USGS_5427948,7/30/2017,5.91,2.33,0.073
USGS_5427948,7/31/2017,5.62,2.21,0.073
USGS_5427948,8/1/2017,5.38,2.12,0.073
USGS_5427948,8/2/2017,5.14,2.03,0.073
USGS_5427948,8/3/2017,6.89,2.72,0.073
USGS_5427948,8/4/2017,6.86,2.71,0.073
USGS_5427948,8/5/2017,5.36,2.11,0.073
USGS_5427948,8/6/2017,4.93,1.94,0.073
USGS_5427948,8/7/2017,4.83,1.9,0.073
USGS_5427948,8/8/2017,4.61,1.82,0.073
USGS_5427948,8/9/2017,4.35,1.71,0.073
USGS_5427948,8/10/2017,4.33,1.71,0.073
USGS_5427948,8/11/2017,4.46,1.76,0.073
USGS_5427948,8/12/2017,4.24,1.67,0.073
USGS_5427948,8/13/2017,3.97,1.57,0.073
USGS_5427948,8/14/2017,4.02,1.59,0.073
USGS_5427948,8/15/2017,4,1.58,0.073
USGS_5427948,8/16/2017,13.4,9.45,0.089
USGS_5427948,8/17/2017,34.6,26.3,0.135
USGS_5427948,8/18/2017,9.45,4.8,0.0909
USGS_5427948,8/19/2017,5.81,2.06,0.0654
USGS_5427948,8/20/2017,4.99,1.53,0.0567
USGS_5427948,8/21/2017,4.79,1.37,0.0529
USGS_5427948,8/22/2017,4.6,1.31,0.0527
USGS_5427948,8/23/2017,4.32,1.22,0.0526
USGS_5427948,8/24/2017,4.13,1.17,0.0524
USGS_5427948,8/25/2017,3.97,1.12,0.0522
USGS_5427948,8/26/2017,3.9,1.1,0.052
USGS_5427948,8/27/2017,3.95,1.11,0.0519
USGS_5427948,8/28/2017,4.02,1.12,0.0517
USGS_5427948,8/29/2017,3.95,1.1,0.0515
USGS_5427948,8/30/2017,4.81,1.33,0.0514
USGS_5427948,8/31/2017,6.44,1.78,0.0512
USGS_5427948,9/1/2017,4.27,1.18,0.051
USGS_5427948,9/2/2017,3.78,1.04,0.0508
USGS_5427948,9/3/2017,3.68,1.01,0.0507
USGS_5427948,9/4/2017,3.58,0.98,0.0505
USGS_5427948,9/5/2017,3.57,0.97,0.0503
USGS_5427948,9/6/2017,3.51,0.95,0.0502
USGS_5427948,9/7/2017,3.6,0.97,0.05
USGS_5427948,9/8/2017,3.71,1,0.0498
USGS_5427948,9/9/2017,3.42,0.92,0.0496
USGS_5427948,9/10/2017,3.27,0.87,0.0495
USGS_5427948,9/11/2017,3.28,0.87,0.0493
USGS_5427948,9/12/2017,3.33,0.88,0.0491
USGS_5427948,9/13/2017,3.25,0.86,0.049
USGS_5427948,9/14/2017,3.21,0.85,0.049
USGS_5427948,9/15/2017,3.08,0.82,0.049
USGS_5427948,9/16/2017,2.82,0.75,0.049
USGS_5427948,9/17/2017,3.05,0.81,0.049
USGS_5427948,9/18/2017,3.21,0.85,0.049
USGS_5427948,9/19/2017,3.56,0.94,0.049
USGS_5427948,9/20/2017,3.84,1.02,0.049
USGS_5427948,9/21/2017,4.59,1.21,0.049
USGS_5427948,9/22/2017,3.96,1.05,0.049
USGS_5427948,9/23/2017,2.93,0.78,0.049
USGS_5427948,9/24/2017,2.88,0.76,0.049
USGS_5427948,9/25/2017,2.99,0.79,0.049
USGS_5427948,9/26/2017,2.97,0.79,0.049
USGS_5427948,9/27/2017,2.92,0.77,0.049
USGS_5427948,9/28/2017,2.88,0.76,0.049
USGS_5427948,9/29/2017,2.79,0.74,0.049
USGS_5427948,9/30/2017,2.74,0.72,0.049
USGS_5427948,10/1/2017,2.76,0.72,0.0485
USGS_5427948,10/2/2017,3.02,0.78,0.0474
USGS_5427948,10/3/2017,3.28,0.94,0.0494
USGS_5427948,10/4/2017,13.3,13.5,0.185
USGS_5427948,10/5/2017,6.93,5.56,0.146
USGS_5427948,10/6/2017,8.61,7.15,0.152
