Site_ID,sampledate,Qout_cfs,TotP_lbday,TotP_mgL
USGS_5427948,3/9/2019,7.52,6.7,0.152
USGS_5427948,3/10/2019,12.6,15.4,0.228
USGS_5427948,3/11/2019,11.9,12.5,0.195
USGS_5427948,3/12/2019,12.1,11.7,0.176
USGS_5427948,3/13/2019,222,1060,0.764
USGS_5427948,3/14/2019,819,4450,1.01
USGS_5427948,3/15/2019,151,1210,1.43
USGS_5427948,3/16/2019,46.2,294,1.18
USGS_5427948,3/17/2019,33.8,191,1.04
USGS_5427948,3/18/2019,25.1,102,0.744
USGS_5427948,3/19/2019,21.6,46.2,0.393
USGS_5427948,3/20/2019,18.8,32.6,0.32
USGS_5427948,3/21/2019,16.5,24.5,0.274
USGS_5427948,3/22/2019,14.3,18.7,0.242
USGS_5427948,3/23/2019,11.9,14.6,0.228
USGS_5427948,3/24/2019,11.1,12.8,0.214
USGS_5427948,3/25/2019,9.71,10.5,0.2
USGS_5427948,3/26/2019,8.35,8.55,0.19
USGS_5427948,3/27/2019,8.19,7.94,0.179
USGS_5427948,3/28/2019,8.95,8.17,0.169
USGS_5427948,3/29/2019,8.31,7.14,0.159
USGS_5427948,3/30/2019,7.56,6.1,0.149
USGS_5427948,3/31/2019,5.94,4.66,0.145
USGS_5427948,4/1/2019,5.85,4.48,0.142
USGS_5427948,4/2/2019,6.11,4.58,0.139
USGS_5427948,4/3/2019,5.94,4.36,0.136
USGS_5427948,4/4/2019,5.34,3.83,0.133
USGS_5427948,4/5/2019,5.26,3.68,0.13
USGS_5427948,4/6/2019,5.39,3.68,0.126
USGS_5427948,4/7/2019,6.72,4.47,0.123
USGS_5427948,4/8/2019,7.28,4.73,0.12
USGS_5427948,4/9/2019,5.6,3.54,0.117
USGS_5427948,4/10/2019,5.86,3.7,0.116
USGS_5427948,4/11/2019,14.7,10.7,0.132
USGS_5427948,4/12/2019,25.9,29.9,0.215
USGS_5427948,4/13/2019,14.7,15.6,0.196
USGS_5427948,4/14/2019,10.8,9.7,0.166
USGS_5427948,4/15/2019,7.99,5.93,0.137
USGS_5427948,4/16/2019,6.52,4,0.114
USGS_5427948,4/17/2019,7,5.22,0.137
USGS_5427948,4/18/2019,9.22,7.79,0.156
USGS_5427948,4/19/2019,6.2,4.94,0.147
USGS_5427948,4/20/2019,5.23,3.88,0.137
USGS_5427948,4/21/2019,4.82,3.31,0.127
USGS_5427948,4/22/2019,6.56,5.01,0.129
USGS_5427948,4/23/2019,17.1,19.7,0.213
USGS_5427948,4/24/2019,12.6,13.3,0.194
USGS_5427948,4/25/2019,9.69,9.16,0.174
USGS_5427948,4/26/2019,6.85,5.76,0.155
USGS_5427948,4/27/2019,6.03,4.76,0.146
USGS_5427948,4/28/2019,6.94,6.08,0.162
USGS_5427948,4/29/2019,12,11.8,0.181
USGS_5427948,4/30/2019,11.1,11.9,0.199
USGS_5427948,5/1/2019,16.2,18.3,0.21
USGS_5427948,5/2/2019,13.2,14,0.197
USGS_5427948,5/3/2019,10.1,9.94,0.182
USGS_5427948,5/4/2019,7.62,6.91,0.167
USGS_5427948,5/5/2019,9.31,9.67,0.176
USGS_5427948,5/6/2019,17.2,19.1,0.206
USGS_5427948,5/7/2019,12.4,11.7,0.175
USGS_5427948,5/8/2019,16.1,14,0.159
USGS_5427948,5/9/2019,22.4,24.3,0.204
USGS_5427948,5/10/2019,15.1,21.8,0.268
USGS_5427948,5/11/2019,12.1,15.7,0.241
USGS_5427948,5/12/2019,9.94,11.1,0.206
USGS_5427948,5/13/2019,8.3,7.67,0.17
USGS_5427948,5/14/2019,6.94,5.08,0.135
USGS_5427948,5/15/2019,6.22,3.53,0.105
USGS_5427948,5/16/2019,12.8,14.6,0.188
USGS_5427948,5/17/2019,10.2,11.4,0.205
USGS_5427948,5/18/2019,16.7,21.5,0.238
USGS_5427948,5/19/2019,20.3,32.4,0.294
USGS_5427948,5/20/2019,16.1,24.6,0.282
USGS_5427948,5/21/2019,13.3,18.5,0.257
USGS_5427948,5/22/2019,19.2,28.4,0.273
USGS_5427948,5/23/2019,13.2,15.7,0.219
USGS_5427948,5/24/2019,27.1,32,0.21
USGS_5427948,5/25/2019,120,1000,1.55
USGS_5427948,5/26/2019,25.4,188,1.31
USGS_5427948,5/27/2019,21.1,48.4,0.432
USGS_5427948,5/28/2019,18,28.8,0.294
USGS_5427948,5/29/2019,14.4,17.5,0.224
USGS_5427948,5/30/2019,11.8,13.3,0.208
USGS_5427948,5/31/2019,9.27,9.89,0.197
USGS_5427948,6/1/2019,7.7,7.79,0.187
USGS_5427948,6/2/2019,6.86,6.56,0.177
USGS_5427948,6/3/2019,6.12,5.54,0.167
USGS_5427948,6/4/2019,8.5,10.3,0.207
USGS_5427948,6/5/2019,18.5,27.3,0.271
USGS_5427948,6/6/2019,11.4,13.3,0.215
USGS_5427948,6/7/2019,8.72,7.82,0.165
USGS_5427948,6/8/2019,7.18,5.79,0.149
USGS_5427948,6/9/2019,6.28,4.64,0.137
USGS_5427948,6/10/2019,6.09,4.11,0.125
USGS_5427948,6/11/2019,5.4,3.37,0.116
USGS_5427948,6/12/2019,11.5,13.2,0.199
USGS_5427948,6/13/2019,12,13.6,0.208
USGS_5427948,6/14/2019,7.67,7.41,0.178
USGS_5427948,6/15/2019,6.01,4.85,0.149
USGS_5427948,6/16/2019,11.4,12.1,0.195
USGS_5427948,6/17/2019,7.58,7.07,0.172
USGS_5427948,6/18/2019,6.3,4.99,0.146
USGS_5427948,6/19/2019,11.1,10.8,0.177
USGS_5427948,6/20/2019,8.63,8.15,0.174
USGS_5427948,6/21/2019,6.57,5.63,0.158
USGS_5427948,6/22/2019,5.41,4.16,0.142
USGS_5427948,6/23/2019,6.28,4.6,0.135
USGS_5427948,6/24/2019,20.3,20.7,0.164
USGS_5427948,6/25/2019,20.9,16.6,0.148
USGS_5427948,6/26/2019,13.3,11.8,0.165
USGS_5427948,6/27/2019,10.1,9.03,0.166
USGS_5427948,6/28/2019,74.5,86.9,0.206
USGS_5427948,6/29/2019,26.8,31.2,0.201
USGS_5427948,6/30/2019,76,133,0.254
USGS_5427948,7/1/2019,41.8,85.3,0.375
USGS_5427948,7/2/2019,17.3,32.9,0.353
USGS_5427948,7/3/2019,30.8,58.5,0.342
USGS_5427948,7/4/2019,120,517,0.8
USGS_5427948,7/5/2019,20.5,56.1,0.492
USGS_5427948,7/6/2019,44.8,93.5,0.355
USGS_5427948,7/7/2019,23.6,45,0.352
USGS_5427948,7/8/2019,14.5,25.9,0.329
USGS_5427948,7/9/2019,12.8,17.5,0.253
USGS_5427948,7/10/2019,11.7,11,0.172
USGS_5427948,7/11/2019,9.52,7.04,0.137
USGS_5427948,7/12/2019,8.36,5.41,0.12
USGS_5427948,7/13/2019,7.42,4.12,0.103
USGS_5427948,7/14/2019,6.47,3,0.0856
USGS_5427948,7/15/2019,5.86,2.31,0.073
USGS_5427948,7/16/2019,5.31,2.18,0.0759
USGS_5427948,7/17/2019,6.95,3.01,0.0802
USGS_5427948,7/18/2019,64.3,88.9,0.237
USGS_5427948,7/19/2019,84.8,249,0.53
USGS_5427948,7/20/2019,24.7,65.2,0.483
USGS_5427948,7/21/2019,18.2,39.9,0.404
USGS_5427948,7/22/2019,13.9,25.9,0.345
USGS_5427948,7/23/2019,10.4,15.3,0.269
USGS_5427948,7/24/2019,8.46,9.02,0.197
USGS_5427948,7/25/2019,7.5,6.88,0.17
USGS_5427948,7/26/2019,6.79,5.7,0.155
USGS_5427948,7/27/2019,6.15,4.69,0.141
USGS_5427948,7/28/2019,5.69,3.9,0.127
USGS_5427948,7/29/2019,7.9,4.89,0.115
USGS_5427948,7/30/2019,7.12,4.18,0.108
USGS_5427948,7/31/2019,5.51,3.05,0.102
USGS_5427948,8/1/2019,4.73,2.46,0.0963
USGS_5427948,8/2/2019,4.28,2.09,0.0902
USGS_5427948,8/3/2019,4.15,1.89,0.0842
USGS_5427948,8/4/2019,5.42,2.29,0.0782
USGS_5427948,8/5/2019,7.98,3.94,0.0775
USGS_5427948,8/6/2019,25.9,14.2,0.101
USGS_5427948,8/7/2019,13.6,7.04,0.0956
USGS_5427948,8/8/2019,10.2,5.07,0.092
USGS_5427948,8/9/2019,7.82,3.74,0.0885
USGS_5427948,8/10/2019,6.14,2.82,0.085
USGS_5427948,8/11/2019,41.1,44.9,0.191
USGS_5427948,8/12/2019,18.6,24,0.237
USGS_5427948,8/13/2019,19.1,22,0.213
USGS_5427948,8/14/2019,17.5,20,0.211
USGS_5427948,8/15/2019,11.9,12.9,0.2
USGS_5427948,8/16/2019,9.86,9.73,0.182
USGS_5427948,8/17/2019,8.23,7.31,0.164
USGS_5427948,8/18/2019,17,13.2,0.145
USGS_5427948,8/19/2019,12.5,8.62,0.127
USGS_5427948,8/20/2019,9.64,6.07,0.117
USGS_5427948,8/21/2019,7.87,4.91,0.116
USGS_5427948,8/22/2019,6.19,3.83,0.115
USGS_5427948,8/23/2019,4.95,3.03,0.114
USGS_5427948,8/24/2019,4.35,2.64,0.112
USGS_5427948,8/25/2019,4.23,2.55,0.112
USGS_5427948,8/26/2019,7.77,4.63,0.11
USGS_5427948,8/27/2019,7.41,4.38,0.109
USGS_5427948,8/28/2019,5.63,3.3,0.108
USGS_5427948,8/29/2019,5.28,3.06,0.107
USGS_5427948,8/30/2019,4.37,2.51,0.106
USGS_5427948,8/31/2019,3.93,2.24,0.105
USGS_5427948,9/1/2019,4.01,2.26,0.104
USGS_5427948,9/2/2019,4.08,2.28,0.103
USGS_5427948,9/3/2019,6,3.32,0.102
USGS_5427948,9/4/2019,4.74,2.6,0.101
USGS_5427948,9/5/2019,4.51,2.45,0.1
USGS_5427948,9/6/2019,4.4,2.36,0.0994
USGS_5427948,9/7/2019,4.29,2.28,0.0984
USGS_5427948,9/8/2019,4.2,2.21,0.0974
USGS_5427948,9/9/2019,4.89,2.85,0.101
USGS_5427948,9/10/2019,46.6,127,0.498
USGS_5427948,9/11/2019,21.6,38.4,0.327
USGS_5427948,9/12/2019,51.3,106,0.371
USGS_5427948,9/13/2019,108,376,0.698
USGS_5427948,9/14/2019,21.1,76.2,0.661
USGS_5427948,9/15/2019,15.2,40.6,0.494
USGS_5427948,9/16/2019,12.9,24,0.345
USGS_5427948,9/17/2019,10.3,14.9,0.266
USGS_5427948,9/18/2019,8.35,9.34,0.206
USGS_5427948,9/19/2019,8.45,8.15,0.18
USGS_5427948,9/20/2019,7.3,6.14,0.155
USGS_5427948,9/21/2019,6.05,4.29,0.131
USGS_5427948,9/22/2019,78.7,291,0.506
USGS_5427948,9/23/2019,32.4,170,0.935
USGS_5427948,9/24/2019,15.8,50,0.576
USGS_5427948,9/25/2019,12.7,26.6,0.386
USGS_5427948,9/26/2019,10.3,17.6,0.318
USGS_5427948,9/27/2019,10.2,15.6,0.28
USGS_5427948,9/28/2019,10.8,16.2,0.275
USGS_5427948,9/29/2019,34.8,82.1,0.411
USGS_5427948,9/30/2019,22.6,54.2,0.442
USGS_5427948,10/1/2019,152,813,0.673
USGS_5427948,10/2/2019,434,2660,1.1
USGS_5427948,10/3/2019,54,173,0.547
USGS_5427948,10/4/2019,25.2,43.7,0.32
USGS_5427948,10/5/2019,31.5,112,0.529
USGS_5427948,10/6/2019,31.4,184,1.02
USGS_5427948,10/7/2019,16.6,40.9,0.449
USGS_5427948,10/8/2019,13.7,21.3,0.288
USGS_5427948,10/9/2019,11.8,15.5,0.242
USGS_5427948,10/10/2019,10.3,12.2,0.219
USGS_5427948,10/11/2019,12.1,15,0.228
USGS_5427948,10/12/2019,9.89,11,0.205
USGS_5427948,10/13/2019,8.26,8.23,0.184
USGS_5427948,10/14/2019,7.14,7.08,0.184
USGS_5427948,10/15/2019,6.88,6.52,0.176
USGS_5427948,10/16/2019,6.29,4.96,0.146
USGS_5427948,10/17/2019,5.92,4.29,0.134
USGS_5427948,10/18/2019,5.74,4,0.129
USGS_5427948,10/19/2019,5.8,3.89,0.124
USGS_5427948,10/20/2019,5.8,3.74,0.119
USGS_5427948,10/21/2019,12,13.3,0.183
USGS_5427948,10/22/2019,11.8,12.8,0.199
USGS_5427948,10/23/2019,8.67,7.26,0.155
USGS_5427948,10/24/2019,8.55,6.96,0.15
USGS_5427948,10/25/2019,7.67,5.82,0.14
USGS_5427948,10/26/2019,7,5.03,0.133
USGS_5427948,10/27/2019,9.35,7.87,0.156
USGS_5427948,10/28/2019,7.41,5.61,0.14
USGS_5427948,10/29/2019,9.11,7.42,0.15
USGS_5427948,10/30/2019,9.02,7.63,0.157
USGS_5427948,10/31/2019,9.24,8.05,0.161
USGS_5427948,11/1/2019,9.36,8.09,0.16
USGS_5427948,11/2/2019,11.4,10.7,0.174
USGS_5427948,11/3/2019,10.2,9.1,0.165
USGS_5427948,11/4/2019,14.8,15.2,0.19
USGS_5427948,11/5/2019,11.3,10.6,0.174
USGS_5427948,11/6/2019,10.3,8.95,0.161
USGS_5427948,11/7/2019,9.34,7.65,0.152
USGS_5427948,11/8/2019,7.66,5.71,0.138
USGS_5427948,11/9/2019,7.42,5.2,0.13
USGS_5427948,11/10/2019,8.9,7.07,0.147
USGS_5427948,11/11/2019,7.76,5.74,0.137
USGS_5427948,11/12/2019,6.25,4.15,0.123
USGS_5427948,11/13/2019,6.05,3.66,0.112
USGS_5427948,11/14/2019,5.97,3.58,0.111
USGS_5427948,11/15/2019,5.95,3.6,0.112
USGS_5427948,11/16/2019,6.18,3.95,0.118
USGS_5427948,11/17/2019,6.78,4.6,0.125
USGS_5427948,11/18/2019,7.93,5.67,0.132
USGS_5427948,11/19/2019,8.3,6.05,0.135
USGS_5427948,11/20/2019,8.23,5.89,0.132
USGS_5427948,11/21/2019,25.5,42.4,0.283
USGS_5427948,11/22/2019,17.7,23.2,0.237
USGS_5427948,11/23/2019,13.4,13.1,0.181
USGS_5427948,11/24/2019,11.5,10.4,0.166
USGS_5427948,11/25/2019,9.91,8.26,0.154
USGS_5427948,11/26/2019,8.46,7.34,0.158
USGS_5427948,11/27/2019,43.6,175,0.679
USGS_5427948,11/28/2019,19.7,20.1,0.188
USGS_5427948,11/29/2019,15.2,14.4,0.176
USGS_5427948,11/30/2019,15.8,17.6,0.199
USGS_5427948,12/1/2019,22.9,44.1,0.356
USGS_5427948,12/2/2019,15.3,25.5,0.308
USGS_5427948,12/3/2019,12.5,19.8,0.294
USGS_5427948,12/4/2019,10.5,16.1,0.284
USGS_5427948,12/5/2019,8.71,12.9,0.275
USGS_5427948,12/6/2019,7.93,11.3,0.265
USGS_5427948,12/7/2019,7.16,9.86,0.255
USGS_5427948,12/8/2019,7.24,10.3,0.263
USGS_5427948,12/9/2019,7.79,11.9,0.283
USGS_5427948,12/10/2019,6.77,10.4,0.286
USGS_5427948,12/11/2019,5.55,8.46,0.282
USGS_5427948,12/12/2019,5.53,8.33,0.279
USGS_5427948,12/13/2019,5.85,8.72,0.276
USGS_5427948,12/14/2019,5.9,8.69,0.273
USGS_5427948,12/15/2019,5.39,7.85,0.27
USGS_5427948,12/16/2019,5.23,7.55,0.267
USGS_5427948,12/17/2019,5.25,7.54,0.266
USGS_5427948,12/18/2019,4.91,7.03,0.265
USGS_5427948,12/19/2019,4.77,6.81,0.264
USGS_5427948,12/20/2019,4.76,6.77,0.263
USGS_5427948,12/21/2019,4.95,7.02,0.262
USGS_5427948,12/22/2019,5.27,7.44,0.261
USGS_5427948,12/23/2019,5.59,7.87,0.261
USGS_5427948,12/24/2019,5.64,7.91,0.26
USGS_5427948,12/25/2019,5.82,8.13,0.259
USGS_5427948,12/26/2019,6.26,8.72,0.258
USGS_5427948,12/27/2019,6.06,8.41,0.257
USGS_5427948,12/28/2019,9.88,14.2,0.262
USGS_5427948,12/29/2019,27.2,42.9,0.292
USGS_5427948,12/30/2019,26,39.1,0.274
USGS_5427948,12/31/2019,15.2,15.8,0.192
USGS_5427948,1/1/2020,12.2,9.43,0.143
USGS_5427948,1/2/2020,11.8,8.6,0.134
USGS_5427948,1/3/2020,12.8,9.95,0.143
USGS_5427948,1/4/2020,10.4,6.81,0.121
USGS_5427948,1/5/2020,8.44,4.67,0.102
USGS_5427948,1/6/2020,7.27,3.87,0.0986
USGS_5427948,1/7/2020,6.8,3.55,0.0966
USGS_5427948,1/8/2020,5.26,2.68,0.0945
USGS_5427948,1/9/2020,5.69,2.84,0.0924
USGS_5427948,1/10/2020,6.13,2.99,0.0903
USGS_5427948,1/11/2020,6.06,2.89,0.0882
USGS_5427948,1/12/2020,5.68,2.64,0.0861
USGS_5427948,1/13/2020,5.87,2.66,0.084
USGS_5427948,1/14/2020,6.03,2.67,0.0819
USGS_5427948,1/15/2020,5.99,2.59,0.0802
USGS_5427948,1/16/2020,4.99,2.15,0.08
USGS_5427948,1/17/2020,4.6,1.99,0.08
USGS_5427948,1/18/2020,4.52,1.95,0.08
USGS_5427948,1/19/2020,4.47,1.93,0.08
USGS_5427948,1/20/2020,4.53,1.96,0.08
USGS_5427948,1/21/2020,4.96,2.14,0.08
USGS_5427948,1/22/2020,5.18,2.24,0.08
USGS_5427948,1/23/2020,5.38,2.32,0.08
USGS_5427948,1/24/2020,5.83,2.52,0.08
USGS_5427948,1/25/2020,6.57,2.84,0.08
USGS_5427948,1/26/2020,6.17,2.67,0.08
USGS_5427948,1/27/2020,5.76,2.49,0.08
USGS_5427948,1/28/2020,5.67,2.45,0.08
USGS_5427948,1/29/2020,5.53,2.39,0.08
USGS_5427948,1/30/2020,5.5,2.38,0.08
USGS_5427948,1/31/2020,5.5,2.38,0.08
USGS_5427948,2/1/2020,5.78,2.5,0.08
USGS_5427948,2/2/2020,9.59,6.01,0.105
USGS_5427948,2/3/2020,14.9,13.4,0.166
USGS_5427948,2/4/2020,14.8,11.3,0.141
USGS_5427948,2/5/2020,10.5,6.66,0.116
USGS_5427948,2/6/2020,8.21,4.8,0.108
USGS_5427948,2/7/2020,6.99,3.89,0.103
USGS_5427948,2/8/2020,6.22,3.29,0.0979
USGS_5427948,2/9/2020,5.93,2.97,0.0928
USGS_5427948,2/10/2020,5.69,2.7,0.0876
USGS_5427948,2/11/2020,5.54,2.47,0.0825
USGS_5427948,2/12/2020,5.03,2.12,0.0781
USGS_5427948,2/13/2020,4.67,1.92,0.0761
USGS_5427948,2/14/2020,4.41,1.77,0.0745
USGS_5427948,2/15/2020,4.33,1.74,0.0743
USGS_5427948,2/16/2020,4.62,1.99,0.0797
USGS_5427948,2/17/2020,5.24,2.43,0.0858
USGS_5427948,2/18/2020,5.73,2.82,0.091
USGS_5427948,2/19/2020,4.82,2.2,0.0845
USGS_5427948,2/20/2020,4.26,1.7,0.0739
USGS_5427948,2/21/2020,4.13,1.51,0.0675
USGS_5427948,2/22/2020,4.46,1.95,0.0807
USGS_5427948,2/23/2020,6.1,3.2,0.0963
USGS_5427948,2/24/2020,7.06,3.85,0.101
USGS_5427948,2/25/2020,6.96,3.65,0.097
USGS_5427948,2/26/2020,6.84,3.44,0.0932
USGS_5427948,2/27/2020,6.15,2.97,0.0894
USGS_5427948,2/28/2020,5.62,2.6,0.0856
USGS_5427948,2/29/2020,5.14,2.27,0.0818
USGS_5427948,3/1/2020,7.66,6.66,0.13
USGS_5427948,3/2/2020,19.5,62.7,0.501
USGS_5427948,3/3/2020,24,89.6,0.661
USGS_5427948,3/4/2020,23.2,105,0.802
USGS_5427948,3/5/2020,20.4,59.5,0.525
USGS_5427948,3/6/2020,16.6,37.3,0.391
USGS_5427948,3/7/2020,12,16.3,0.248
USGS_5427948,3/8/2020,13.9,21.2,0.279
USGS_5427948,3/9/2020,21,36.6,0.321
USGS_5427948,3/10/2020,26.8,75.8,0.519
USGS_5427948,3/11/2020,21.2,38.3,0.333
USGS_5427948,3/12/2020,16.5,21.2,0.237
USGS_5427948,3/13/2020,13.7,15.2,0.206
USGS_5427948,3/14/2020,10.1,9.78,0.178
USGS_5427948,3/15/2020,8.39,6.83,0.151
USGS_5427948,3/16/2020,7.65,5.18,0.125
USGS_5427948,3/17/2020,6.71,4.02,0.111
USGS_5427948,3/18/2020,9.94,6.62,0.118
USGS_5427948,3/19/2020,39.8,80.5,0.267
USGS_5427948,3/20/2020,102,368,0.637
USGS_5427948,3/21/2020,21.2,40.5,0.349
USGS_5427948,3/22/2020,15.2,22.1,0.267
USGS_5427948,3/23/2020,13.2,15.2,0.212
USGS_5427948,3/24/2020,11.4,10.6,0.171
USGS_5427948,3/25/2020,10,8.44,0.156
USGS_5427948,3/26/2020,9.33,7.15,0.142
USGS_5427948,3/27/2020,8.18,5.71,0.129
USGS_5427948,3/28/2020,23.8,32.1,0.174
USGS_5427948,3/29/2020,72.8,150,0.397
USGS_5427948,3/30/2020,19.7,43.8,0.404
USGS_5427948,3/31/2020,15,17,0.21
USGS_5427948,4/1/2020,12.9,11.5,0.164
USGS_5427948,4/2/2020,11,8.5,0.143
USGS_5427948,4/3/2020,9.55,7.08,0.137
USGS_5427948,4/4/2020,8.91,6.32,0.131
USGS_5427948,4/5/2020,7.35,4.97,0.125
USGS_5427948,4/6/2020,6.82,4.39,0.119
USGS_5427948,4/7/2020,7.29,4.45,0.113
USGS_5427948,4/8/2020,8.77,5.99,0.122
USGS_5427948,4/9/2020,9.76,7.31,0.138
USGS_5427948,4/10/2020,7.11,4.97,0.129
USGS_5427948,4/11/2020,6.47,4.21,0.12
USGS_5427948,4/12/2020,7.59,5.01,0.118
USGS_5427948,4/13/2020,12.3,11.2,0.167
USGS_5427948,4/14/2020,8.18,6.61,0.149
USGS_5427948,4/15/2020,7.31,5.31,0.134
USGS_5427948,4/16/2020,6.8,4.78,0.13
USGS_5427948,4/17/2020,6.39,4.37,0.127
USGS_5427948,4/18/2020,5.8,3.87,0.123
USGS_5427948,4/19/2020,5.36,3.47,0.12
USGS_5427948,4/20/2020,5.34,3.36,0.116
USGS_5427948,4/21/2020,5.11,3.12,0.113
USGS_5427948,4/22/2020,6.94,4.45,0.115
USGS_5427948,4/23/2020,10.4,7.27,0.129
USGS_5427948,4/24/2020,7.19,4.83,0.124
USGS_5427948,4/25/2020,6,3.87,0.119
USGS_5427948,4/26/2020,5.38,3.33,0.115
USGS_5427948,4/27/2020,7.52,4.78,0.116
USGS_5427948,4/28/2020,8.32,5.33,0.119
USGS_5427948,4/29/2020,14.4,10.7,0.133
USGS_5427948,4/30/2020,13.2,10,0.14
USGS_5427948,5/1/2020,9.55,6.78,0.131
USGS_5427948,5/2/2020,7.45,4.95,0.123
USGS_5427948,5/3/2020,6.06,3.77,0.115
USGS_5427948,5/4/2020,5.16,3.15,0.113
USGS_5427948,5/5/2020,4.98,3.02,0.112
USGS_5427948,5/6/2020,4.87,2.93,0.111
USGS_5427948,5/7/2020,4.57,2.73,0.111
USGS_5427948,5/8/2020,4.34,2.57,0.11
USGS_5427948,5/9/2020,4.2,2.47,0.109
USGS_5427948,5/10/2020,5.88,3.43,0.108
USGS_5427948,5/11/2020,5.29,3.06,0.107
USGS_5427948,5/12/2020,4.59,2.63,0.106
USGS_5427948,5/13/2020,4.7,2.69,0.106
USGS_5427948,5/14/2020,8.87,6.52,0.129
USGS_5427948,5/15/2020,16.2,15.5,0.177
USGS_5427948,5/16/2020,9.82,8.37,0.157
USGS_5427948,5/17/2020,97.8,170,0.25
USGS_5427948,5/18/2020,73.5,162,0.381
USGS_5427948,5/19/2020,22,26.1,0.216
USGS_5427948,5/20/2020,15.3,15.1,0.182
USGS_5427948,5/21/2020,13.4,12.1,0.167
USGS_5427948,5/22/2020,13,10.5,0.149
USGS_5427948,5/23/2020,13.7,10.3,0.139
USGS_5427948,5/24/2020,14.3,11,0.142
USGS_5427948,5/25/2020,10.4,7.44,0.132
USGS_5427948,5/26/2020,14.7,12.3,0.146
USGS_5427948,5/27/2020,14.6,12.2,0.154
USGS_5427948,5/28/2020,53.7,69.3,0.193
USGS_5427948,5/29/2020,41.5,59.1,0.236
USGS_5427948,5/30/2020,17.2,14,0.151
USGS_5427948,5/31/2020,13.8,10.6,0.142
USGS_5427948,6/1/2020,11.5,8.4,0.135
USGS_5427948,6/2/2020,9.69,7.02,0.134
USGS_5427948,6/3/2020,15,11.8,0.146
USGS_5427948,6/4/2020,9.11,6.47,0.131
USGS_5427948,6/5/2020,7.25,4.9,0.125
USGS_5427948,6/6/2020,5.91,3.9,0.122
USGS_5427948,6/7/2020,5.29,3.42,0.12
USGS_5427948,6/8/2020,5.19,3.28,0.117
USGS_5427948,6/9/2020,10.6,7.61,0.123
USGS_5427948,6/10/2020,86.6,183,0.232
USGS_5427948,6/11/2020,81.2,286,0.515
USGS_5427948,6/12/2020,18.4,16.3,0.163
USGS_5427948,6/13/2020,14.1,10.4,0.136
USGS_5427948,6/14/2020,11.4,8.06,0.131
USGS_5427948,6/15/2020,9.49,6.49,0.127
USGS_5427948,6/16/2020,7.58,5.08,0.124
USGS_5427948,6/17/2020,5.15,3.38,0.122
USGS_5427948,6/18/2020,4.07,2.62,0.119
USGS_5427948,6/19/2020,4.75,2.99,0.117
USGS_5427948,6/20/2020,5.41,3.34,0.114
USGS_5427948,6/21/2020,6.88,4.2,0.113
USGS_5427948,6/22/2020,12.9,9.71,0.138
USGS_5427948,6/23/2020,12.8,10.2,0.147
USGS_5427948,6/24/2020,16.5,16.3,0.164
USGS_5427948,6/25/2020,25.1,23.9,0.173
USGS_5427948,6/26/2020,23.1,21.9,0.165
USGS_5427948,6/27/2020,34.1,36.5,0.185
USGS_5427948,6/28/2020,14.4,11.7,0.15
USGS_5427948,6/29/2020,163,314,0.257
USGS_5427948,6/30/2020,69.4,177,0.458
USGS_5427948,7/1/2020,20.5,23.7,0.208
USGS_5427948,7/2/2020,15.1,13.2,0.161
USGS_5427948,7/3/2020,12.1,9.12,0.139
USGS_5427948,7/4/2020,9.6,6.28,0.121
USGS_5427948,7/5/2020,8.2,5.04,0.114
USGS_5427948,7/6/2020,6.82,3.92,0.106
USGS_5427948,7/7/2020,14.2,9.48,0.111
USGS_5427948,7/8/2020,21.2,14.5,0.125
USGS_5427948,7/9/2020,55.4,110,0.201
USGS_5427948,7/10/2020,196,582,0.537
USGS_5427948,7/11/2020,27.4,60,0.398
USGS_5427948,7/12/2020,16.7,33.2,0.368
USGS_5427948,7/13/2020,14,26.1,0.345
USGS_5427948,7/14/2020,12.3,17.9,0.27
USGS_5427948,7/15/2020,30.2,44,0.25
USGS_5427948,7/16/2020,30.3,40.5,0.235
USGS_5427948,7/17/2020,14.6,13.9,0.175
USGS_5427948,7/18/2020,13.3,11.2,0.156
USGS_5427948,7/19/2020,11.3,8.93,0.146
USGS_5427948,7/20/2020,9.59,7.09,0.137
USGS_5427948,7/21/2020,8.5,5.96,0.13
USGS_5427948,7/22/2020,7.34,5.08,0.128
USGS_5427948,7/23/2020,6.48,4.43,0.127
USGS_5427948,7/24/2020,5.92,4,0.125
USGS_5427948,7/25/2020,5.68,3.8,0.124
USGS_5427948,7/26/2020,26.8,22.1,0.134
USGS_5427948,7/27/2020,40,31,0.138
USGS_5427948,7/28/2020,17.4,11.1,0.117
USGS_5427948,7/29/2020,13.9,8,0.107
USGS_5427948,7/30/2020,10.3,5.63,0.101
USGS_5427948,7/31/2020,7.23,3.76,0.0961
USGS_5427948,8/1/2020,6.18,3.04,0.0908
USGS_5427948,8/2/2020,6.01,2.88,0.0887
USGS_5427948,8/3/2020,6.36,3.03,0.0883
USGS_5427948,8/4/2020,5.8,2.75,0.0878
USGS_5427948,8/5/2020,5.57,2.63,0.0874
USGS_5427948,8/6/2020,5.42,2.54,0.087
USGS_5427948,8/7/2020,5.19,2.43,0.0865
USGS_5427948,8/8/2020,5.07,2.36,0.0861
USGS_5427948,8/9/2020,7.11,3.29,0.0857
USGS_5427948,8/10/2020,9.07,4.17,0.0852
