SiteID,Collection_Date,Depth_ft,Division,Genus,Species,FinalTaxaType, TaxaSpecific_Cell_Density_cellsmL , SampleSpecific_Cell_Relative_Abundance_perc , TaxaSpecific_Biovolume_Density_um3mL , SampleSpecific_Biovolume_Relative_Abundance_perc 
BUO,7/22/1998,0,Cyanobacteria,Anabaena,sp.,Cyanobacteria,62.00,0.55,43230701.00,0.15
BUO,7/22/1998,0,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,31.00,0.28,53333640.00,0.18
BUO,7/22/1998,0,Cyanobacteria,Dolichospermum,flosaquae,Cyanobacteria,10.00,0.09,17222321.00,0.06
BUO,7/22/1998,0,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,1389.00,12.46,8194491563.00,27.55
BUO,7/22/1998,0,Cyanobacteria,NA,NA,Cyanobacteria,247.00,2.22,2500014375.00,8.41
BUO,7/22/1998,0,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,62.00,0.55,246482899.00,0.83
BUO,7/22/1998,0,Cyanobacteria,Chroococcus,sp.,Cyanobacteria,10.00,0.09,25277923.00,0.08
BUO,7/22/1998,0,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,165.00,1.48,277861680.00,0.93
BUO,7/22/1998,0,Cyanobacteria,Limnococcus,limneticus,Cyanobacteria,10.00,0.09,13024766.00,0.04
BUO,7/22/1998,0,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,113.00,1.02,115885440.00,0.39
BUO,7/22/1998,0,Cyanobacteria,Planktolyngbya,limnetica,Cyanobacteria,51.00,0.46,2160506.00,0.01
BUO,7/22/1998,0,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,298.00,2.68,20884894.00,0.07
BUO,7/22/1998,0,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,21.00,0.18,180824085.00,0.61
BUO,7/22/1998,0,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,1008.00,9.05,653337090.00,2.2
BUO,7/22/1998,0,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,185.00,1.66,38889113.00,0.13
BUO,7/22/1998,0,Cyanobacteria,Rhabdoderma,lineare,Cyanobacteria,10.00,0.09,283561301.00,0.95
BUO,7/22/1998,0,Cyanobacteria,Anabaena,sp.,Cyanobacteria,115.00,1.03,107019510.00,0.36
BUO,7/22/1998,0,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,92.00,0.83,159045120.00,0.53
BUO,7/22/1998,0,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,1392.00,12.49,8213419500.00,27.62
BUO,7/22/1998,0,Cyanobacteria,NA,NA,Cyanobacteria,483.00,4.34,4892501250.00,16.45
BUO,7/22/1998,0,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,184.00,1.65,735031440.00,2.47
BUO,7/22/1998,0,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,173.00,1.55,291306600.00,0.98
BUO,7/22/1998,0,Cyanobacteria,Limnococcus,limneticus,Cyanobacteria,12.00,0.1,14565330.00,0.05
BUO,7/22/1998,0,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,219.00,1.96,223841280.00,0.75
BUO,7/22/1998,0,Cyanobacteria,Planktolyngbya,limnetica,Cyanobacteria,12.00,0.1,483210.00,0
BUO,7/22/1998,0,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,276.00,2.48,19328400.00,0.06
BUO,7/22/1998,0,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,46.00,0.41,404423760.00,1.36
BUO,7/22/1998,0,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,1024.00,9.19,663516360.00,2.23
BUO,7/22/1998,0,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,104.00,0.93,21744450.00,0.07
BUO,7/22/1998,0,Cyanobacteria,Raphidiopsis,curvata,Cyanobacteria,35.00,0.31,10354500.00,0.03
BUO,7/22/1998,0,Cyanobacteria,Rhabdoderma,irregulare,Cyanobacteria,12.00,0.1,67304250.00,0.23
BUO,7/22/1998,5,Cyanobacteria,Anabaena,sp.,Cyanobacteria,76.00,0.65,50125193.00,0.16
BUO,7/22/1998,5,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,54.00,0.46,93842182.00,0.3
BUO,7/22/1998,5,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,1423.00,12.15,8394747955.00,26.58
BUO,7/22/1998,5,Cyanobacteria,NA,NA,Cyanobacteria,315.00,2.69,3189167898.00,10.1
BUO,7/22/1998,5,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,98.00,0.83,390324825.00,1.24
BUO,7/22/1998,5,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,217.00,1.85,366679636.00,1.16
BUO,7/22/1998,5,Cyanobacteria,Limnococcus,limneticus,Cyanobacteria,22.00,0.19,27500973.00,0.09
BUO,7/22/1998,5,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,141.00,1.21,144586473.00,0.46
BUO,7/22/1998,5,Cyanobacteria,Planktolyngbya,contorta,Cyanobacteria,11.00,0.09,380148.00,0
BUO,7/22/1998,5,Cyanobacteria,Planktolyngbya,limnetica,Cyanobacteria,33.00,0.28,1368532.00,0
BUO,7/22/1998,5,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,282.00,2.41,19767682.00,0.06
BUO,7/22/1998,5,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,22.00,0.19,190899327.00,0.6
BUO,7/22/1998,5,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,934.00,7.97,605282073.00,1.92
BUO,7/22/1998,5,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,109.00,0.93,22808864.00,0.07
BUO,7/22/1998,5,Cyanobacteria,Raphidiopsis,curvata,Cyanobacteria,22.00,0.19,6516818.00,0.02
BUO,7/22/1998,5,Cyanobacteria,Anabaena,sp.,Cyanobacteria,124.00,1.06,109786973.00,0.35
BUO,7/22/1998,5,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,1695.00,14.47,10001180769.00,31.67
BUO,7/22/1998,5,Cyanobacteria,NA,NA,Cyanobacteria,441.00,3.76,4462391250.00,14.13
BUO,7/22/1998,5,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,147.00,1.25,586611630.00,1.86
BUO,7/22/1998,5,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,181.00,1.54,305211175.00,0.97
BUO,7/22/1998,5,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,192.00,1.64,196723791.00,0.62
BUO,7/22/1998,5,Cyanobacteria,Planktolyngbya,limnetica,Cyanobacteria,34.00,0.29,1423897.00,0
BUO,7/22/1998,5,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,384.00,3.28,26895831.00,0.09
BUO,7/22/1998,5,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,45.00,0.39,397244640.00,1.26
BUO,7/22/1998,5,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,949.00,8.1,615123471.00,1.95
BUO,7/22/1998,5,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,260.00,2.22,54582715.00,0.17
BUO,7/22/1998,5,Cyanobacteria,Raphidiopsis,curvata,Cyanobacteria,11.00,0.1,3390231.00,0.01
BUO,7/22/1998,10,Cyanobacteria,Anabaena,sp.,Cyanobacteria,98.00,1.26,89100238.00,0.4
BUO,7/22/1998,10,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,28.00,0.36,48577129.00,0.22
BUO,7/22/1998,10,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,864.00,11.11,5100176912.00,22.8
BUO,7/22/1998,10,Cyanobacteria,NA,NA,Cyanobacteria,330.00,4.24,3344421507.00,14.95
BUO,7/22/1998,10,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,56.00,0.72,224500553.00,1
BUO,7/22/1998,10,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,105.00,1.35,107949176.00,0.48
BUO,7/22/1998,10,Cyanobacteria,Planktolyngbya,limnetica,Cyanobacteria,7.00,0.09,295174.00,0
BUO,7/22/1998,10,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,183.00,2.35,12790853.00,0.06
BUO,7/22/1998,10,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,35.00,0.45,308807735.00,1.38
BUO,7/22/1998,10,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,625.00,8.04,405315424.00,1.81
BUO,7/22/1998,10,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,169.00,2.17,35420824.00,0.16
BUO,7/22/1998,10,Cyanobacteria,Raphidiopsis,curvata,Cyanobacteria,7.00,0.09,2108382.00,0.01
BUO,7/22/1998,10,Cyanobacteria,Anabaena,sp.,Cyanobacteria,172.00,2.21,160267259.00,0.72
BUO,7/22/1998,10,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,17.00,0.22,29772288.00,0.13
BUO,7/22/1998,10,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,1060.00,13.61,6251663600.00,27.95
BUO,7/22/1998,10,Cyanobacteria,NA,NA,Cyanobacteria,310.00,3.98,3140046000.00,14.04
BUO,7/22/1998,10,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,103.00,1.33,412780368.00,1.85
BUO,7/22/1998,10,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,181.00,2.32,305372704.00,1.37
BUO,7/22/1998,10,Cyanobacteria,Limnococcus,limneticus,Cyanobacteria,17.00,0.22,21812336.00,0.1
BUO,7/22/1998,10,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,215.00,2.77,220535467.00,0.99
BUO,7/22/1998,10,Cyanobacteria,Planktolyngbya,limnetica,Cyanobacteria,17.00,0.22,723632.00,0
BUO,7/22/1998,10,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,164.00,2.1,11457507.00,0.05
BUO,7/22/1998,10,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,43.00,0.55,378528453.00,1.69
BUO,7/22/1998,10,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,1094.00,14.06,708952608.00,3.17
BUO,7/22/1998,10,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,112.00,1.44,23518040.00,0.11
BUO,7/22/1998,10,Cyanobacteria,Raphidiopsis,curvata,Cyanobacteria,17.00,0.22,5168800.00,0.02
BUO,7/22/1998,20,Cyanobacteria,Anabaena,sp.,Cyanobacteria,11.00,0.46,9587840.00,0.15
BUO,7/22/1998,20,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,17.00,0.7,29445120.00,0.47
BUO,7/22/1998,20,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,82.00,3.36,485924000.00,7.71
BUO,7/22/1998,20,Cyanobacteria,NA,NA,Cyanobacteria,54.00,2.2,546345000.00,8.67
BUO,7/22/1998,20,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,11.00,0.46,45360480.00,0.72
BUO,7/22/1998,20,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,23.00,0.93,38351360.00,0.61
BUO,7/22/1998,20,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,28.00,1.16,29081600.00,0.46
BUO,7/22/1998,20,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,40.00,1.62,2783200.00,0.04
BUO,7/22/1998,20,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,258.00,10.54,2271170720.00,36.04
BUO,7/22/1998,20,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,26.00,1.04,5367600.00,0.09
BUO,7/22/1998,20,Cyanobacteria,Anabaena,sp.,Cyanobacteria,107.00,4.38,95368726.00,1.51
BUO,7/22/1998,20,Cyanobacteria,Dolichospermum,sigmoideum,Cyanobacteria,7.00,0.3,12790342.00,0.2
BUO,7/22/1998,20,Cyanobacteria,Aphanocapsa,delicatissima,Cyanobacteria,122.00,4.98,720567000.00,11.44
BUO,7/22/1998,20,Cyanobacteria,NA,NA,Cyanobacteria,44.00,1.81,449660455.00,7.14
BUO,7/22/1998,20,Cyanobacteria,Aphanothece,nidulans,Cyanobacteria,11.00,0.45,44333190.00,0.7
BUO,7/22/1998,20,Cyanobacteria,Chroococcus,minimus,Cyanobacteria,30.00,1.21,49977076.00,0.79
BUO,7/22/1998,20,Cyanobacteria,Limnococcus,limneticus,Cyanobacteria,7.00,0.3,9370702.00,0.15
BUO,7/22/1998,20,Cyanobacteria,Chroococcus,prescottii,Cyanobacteria,67.00,2.72,68215156.00,1.08
BUO,7/22/1998,20,Cyanobacteria,Woronichinia,naegeliana,Cyanobacteria,4.00,0.15,37471705.00,0.59
BUO,7/22/1998,20,Cyanobacteria,Merismopedia,tenuissima,Cyanobacteria,85.00,3.47,5958464.00,0.09
BUO,7/22/1998,20,Cyanobacteria,Microcystis,aeruginosa,Cyanobacteria,30.00,1.21,260188713.00,4.13
BUO,7/22/1998,20,Cyanobacteria,Aphanocapsa,incerta,Cyanobacteria,540.00,22.05,350135607.00,5.56
BUO,7/22/1998,20,Cyanobacteria,Oscillatoria,sp.,Cyanobacteria,7.00,0.3,1554382.00,0.02
BUO,7/22/1998,20,Cyanobacteria,Oscillatoria,subbrevis,Cyanobacteria,4.00,0.15,9252273.00,0.15
BUO,7/22/1998,20,Cyanobacteria,Rhabdoderma,irregulare,Cyanobacteria,4.00,0.15,21650318.00,0.34
BUO,6/5/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,76518.00,56.49,18216861.00,63.21
BUO,6/5/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,5086.00,3.76,3944942.00,13.69
BUO,6/5/2015,0,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,13711.00,10.12,426265.00,1.48
BUO,6/5/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,38148.00,28.16,749040.00,2.6
BUO,6/9/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,36529.00,89.93,13717216.00,30.86
BUO,6/9/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,981.00,2.41,760723.00,1.71
BUO,6/9/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,889.00,2.19,17453.00,0.04
BUO,6/9/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,368.00,0.91,1924677.00,4.33
BUO,6/9/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,77.00,0.19,18996.00,0.04
BUO,6/9/2015,5,Cyanobacteria,Anabaena,NA,Cyanobacteria,19994.00,75.55,7508212.00,24.26
BUO,6/9/2015,5,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1135.00,4.29,880329.00,2.84
BUO,6/9/2015,5,Cyanobacteria,Microcystis,NA,Cyanobacteria,3325.00,12.56,65281.00,0.21
BUO,6/9/2015,5,Cyanobacteria,Planktothrix,NA,Cyanobacteria,187.00,0.71,977375.00,3.16
BUO,6/9/2015,5,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,57.00,0.22,14247.00,0.05
BUO,6/9/2015,10,Cyanobacteria,Anabaena,NA,Cyanobacteria,14191.00,45.59,5328996.00,31.6
BUO,6/9/2015,10,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1398.00,4.49,1084030.00,6.43
BUO,6/9/2015,10,Cyanobacteria,Microcystis,NA,Cyanobacteria,12964.00,41.64,254541.00,1.51
BUO,6/9/2015,10,Cyanobacteria,Planktothrix,NA,Cyanobacteria,87.00,0.28,457111.00,2.71
BUO,6/9/2015,10,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,44.00,0.14,10827.00,0.06
BUO,6/9/2015,20,Cyanobacteria,Anabaena,NA,Cyanobacteria,1485.00,64.15,557667.00,5.9
BUO,6/9/2015,20,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,87.00,3.77,67752.00,0.72
BUO,6/9/2015,20,Cyanobacteria,Planktothrix,NA,Cyanobacteria,87.00,3.77,457111.00,4.84
BUO,6/11/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,102495.00,90.45,33709215.00,60.94
BUO,6/11/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1860.00,1.64,5496351.00,9.94
BUO,6/11/2015,0,Cyanobacteria,Lyngbya,NA,Cyanobacteria,21.00,0.02,100534.00,0.18
BUO,6/11/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,7879.00,6.95,244941.00,0.44
BUO,6/11/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,104.00,0.09,30776.00,0.06
BUO,6/18/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,85708.00,91.84,28188021.00,84.57
BUO,6/18/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1127.00,1.21,1687293.00,5.06
BUO,6/18/2015,0,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,4571.00,4.9,89753.00,0.27
BUO,6/18/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,383.00,0.41,3135.00,0.01
BUO,6/18/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,316.00,0.34,466246.00,1.4
BUO,6/18/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,541.00,0.58,148703.00,0.45
BUO,6/18/2015,0,Cyanobacteria,Chroococcus,NA,Cyanobacteria,90.00,0.1,17113.00,0.05
BUO,6/22/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,25131.00,77.33,5181235.00,27.75
BUO,6/22/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,735.00,2.26,1410375.00,7.55
BUO,6/22/2015,0,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,2540.00,7.82,20784.00,0.11
BUO,6/22/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,1533.00,4.72,178053.00,0.95
BUO,6/22/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,462.00,1.42,3591433.00,19.23
BUO,6/22/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,777.00,2.39,539570.00,2.89
BUO,6/26/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,143690.00,90.1,29403645.00,23.36
BUO,6/26/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,2123.00,1.33,50064507.00,39.78
BUO,6/26/2015,0,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,1990.00,1.25,15469.00,0.01
BUO,6/26/2015,0,Cyanobacteria,Chroococcus,NA,Cyanobacteria,332.00,0.21,14180.00,0.01
BUO,6/26/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,1858.00,1.16,7858077.00,6.24
BUO,6/26/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,2986.00,1.87,192348.00,0.15
BUO,6/30/2015,0,Cyanobacteria,Anabaena,N/A,Cyanobacteria,6608.00,39.74,573724.00,3.65
BUO,6/30/2015,0,Cyanobacteria,Aphanizomenon,N/A,Cyanobacteria,697.00,4.19,504381.00,3.21
BUO,6/30/2015,0,Cyanobacteria,Aphanocapsa,N/A,Cyanobacteria,1393.00,8.38,11398.00,0.07
BUO,6/30/2015,0,Cyanobacteria,Microcystis,N/A,Cyanobacteria,2355.00,14.17,316490.00,2.01
BUO,6/30/2015,0,Cyanobacteria,Planktothrix,N/A,Cyanobacteria,1393.00,8.38,5835426.00,37.1
BUO,6/30/2015,0,Cyanobacteria,Pseudanabaena,N/A,Cyanobacteria,2455.00,14.76,317813.00,2.02
BUO,6/30/2015,5,Cyanobacteria,Aphanizomenon,N/A,Cyanobacteria,33.00,1.52,24018.00,0.24
BUO,6/30/2015,5,Cyanobacteria,Planktothrix,N/A,Cyanobacteria,829.00,37.88,3473468.00,35.29
BUO,6/30/2015,5,Cyanobacteria,Pseudanabaena,N/A,Cyanobacteria,531.00,24.24,68716.00,0.7
BUO,6/30/2015,10,Cyanobacteria,Anabaena,N/A,Cyanobacteria,1957.00,53.64,169928.00,2.73
BUO,6/30/2015,10,Cyanobacteria,Aphanizomenon,N/A,Cyanobacteria,199.00,5.45,144109.00,2.31
BUO,6/30/2015,10,Cyanobacteria,Planktothrix,N/A,Cyanobacteria,1393.00,38.18,5835426.00,93.66
BUO,6/30/2015,10,Cyanobacteria,Pseudanabaena,N/A,Cyanobacteria,33.00,0.91,4295.00,0.07
BUO,7/15/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,139822.00,41.23,11796611.00,10.12
BUO,7/15/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,11610.00,3.42,15822445.00,13.57
BUO,7/15/2015,0,Cyanobacteria,Aphanothece,NA,Cyanobacteria,82102.00,24.21,806032.00,0.69
BUO,7/15/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,44783.00,13.21,4048478.00,3.47
BUO,7/15/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,21839.00,6.44,50517771.00,43.32
BUO,7/15/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,28473.00,8.4,2725446.00,2.34
BUO,7/21/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,145020.00,83.84,23713944.00,59.54
BUO,7/21/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1174.00,0.68,1412372.00,3.55
BUO,7/21/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,19424.00,11.23,770713.00,1.94
BUO,7/21/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,3011.00,1.74,6218845.00,15.61
BUO,7/21/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,2807.00,1.62,1295162.00,3.25
BUO,7/21/2015,5,Cyanobacteria,Anabaena,NA,Cyanobacteria,57999.00,90.24,9484075.00,53.4
BUO,7/21/2015,5,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,564.00,0.88,678553.00,3.82
BUO,7/21/2015,5,Cyanobacteria,Planktothrix,NA,Cyanobacteria,2886.00,4.49,5960605.00,33.56
BUO,7/21/2015,5,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,2289.00,3.56,1056146.00,5.95
BUO,7/21/2015,10,Cyanobacteria,Anabaena,NA,Cyanobacteria,8638.00,80.02,1412522.00,20.15
BUO,7/21/2015,10,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,100.00,0.92,119745.00,1.71
BUO,7/21/2015,10,Cyanobacteria,Planktothrix,NA,Cyanobacteria,763.00,7.07,1575792.00,22.47
BUO,7/21/2015,10,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,896.00,8.3,413274.00,5.89
BUO,7/21/2015,20,Cyanobacteria,Anabaena,NA,Cyanobacteria,2986.00,48.65,488199.00,9.71
BUO,7/21/2015,20,Cyanobacteria,Microcystis,NA,Cyanobacteria,2223.00,36.22,88189.00,1.75
BUO,7/21/2015,20,Cyanobacteria,Planktothrix,NA,Cyanobacteria,597.00,9.73,1233229.00,24.52
BUO,7/21/2015,20,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,166.00,2.7,76532.00,1.52
BUO,8/12/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,3159.00,2.4,211297.00,1.06
BUO,8/12/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,2054.00,1.56,1593939.00,7.98
BUO,8/12/2015,0,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,20377.00,15.49,20839.00,0.1
BUO,8/12/2015,0,Cyanobacteria,Microcystis,NA,Cyanobacteria,47547.00,36.13,116698.00,0.58
BUO,8/12/2015,0,Cyanobacteria,Merismopedia,NA,Cyanobacteria,17060.00,12.97,346533.00,1.74
BUO,8/12/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,948.00,0.72,2686773.00,13.46
BUO,8/12/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,24484.00,18.61,7872283.00,39.43
BUO,8/12/2015,0,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,9952.00,7.56,2796686.00,14.01
BUO,8/12/2015,5,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1830.00,2.79,1420592.00,9.99
BUO,8/12/2015,5,Cyanobacteria,Aphanocapsa,NA,Cyanobacteria,2860.00,4.36,2924.00,0.02
BUO,8/12/2015,5,Cyanobacteria,Chroococcus,NA,Cyanobacteria,229.00,0.35,32052.00,0.23
BUO,8/12/2015,5,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,458.00,0.7,464079.00,3.26
BUO,8/12/2015,5,Cyanobacteria,Microcystis,NA,Cyanobacteria,6863.00,10.45,16845.00,0.12
BUO,8/12/2015,5,Cyanobacteria,Merismopedia,NA,Cyanobacteria,22420.00,34.15,455406.00,3.2
BUO,8/12/2015,5,Cyanobacteria,Planktothrix,NA,Cyanobacteria,458.00,0.7,1297063.00,9.12
BUO,8/12/2015,5,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,18188.00,27.7,5847731.00,41.13
BUO,8/12/2015,5,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,7664.00,11.67,2153770.00,15.15
BUO,8/12/2015,10,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,1422.00,1.61,1103496.00,6.26
BUO,8/12/2015,10,Cyanobacteria,Chroococcus,NA,Cyanobacteria,316.00,0.36,44263.00,0.25
BUO,8/12/2015,10,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,474.00,0.54,480653.00,2.72
BUO,8/12/2015,10,Cyanobacteria,Microcystis,NA,Cyanobacteria,27170.00,30.82,66685.00,0.38
BUO,8/12/2015,10,Cyanobacteria,Merismopedia,NA,Cyanobacteria,15165.00,17.2,308030.00,1.75
BUO,8/12/2015,10,Cyanobacteria,Planktothrix,NA,Cyanobacteria,316.00,0.36,895591.00,5.08
BUO,8/12/2015,10,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,28118.00,31.9,9040428.00,51.25
BUO,8/12/2015,10,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,11215.00,12.72,3151821.00,17.87
BUO,8/12/2015,20,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,314.00,1.62,243564.00,5.1
BUO,8/12/2015,20,Cyanobacteria,Chroococcus,NA,Cyanobacteria,179.00,0.93,25122.00,0.53
BUO,8/12/2015,20,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,45.00,0.23,45467.00,0.95
BUO,8/12/2015,20,Cyanobacteria,Microcystis,NA,Cyanobacteria,5155.00,26.62,12653.00,0.26
BUO,8/12/2015,20,Cyanobacteria,Merismopedia,NA,Cyanobacteria,897.00,4.63,18211.00,0.38
BUO,8/12/2015,20,Cyanobacteria,Planktothrix,NA,Cyanobacteria,45.00,0.23,127077.00,2.66
BUO,8/12/2015,20,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,10131.00,52.31,3257354.00,68.19
BUO,8/12/2015,20,Cyanobacteria,Raphidiopsis,NA,Cyanobacteria,1434.00,7.41,403126.00,8.44
BUO,8/21/2015,0,Cyanobacteria,Anabaena,NA,Cyanobacteria,3841.00,6.94,512608.00,6.24
BUO,8/21/2015,0,Cyanobacteria,Aphanizomenon,NA,Cyanobacteria,873.00,1.58,962010.00,11.72
BUO,8/21/2015,0,Cyanobacteria,Cylindrospermopsis,NA,Cyanobacteria,524.00,0.95,265785.00,3.24
BUO,8/21/2015,0,Cyanobacteria,Planktothrix,NA,Cyanobacteria,175.00,0.32,321491.00,3.92
BUO,8/21/2015,0,Cyanobacteria,Pseudanabaena,NA,Cyanobacteria,34569.00,62.46,3330184.00,40.57
